Warehouse,Part_No,Total_Demand,Avg_Demand,Std_Demand,CV,Non_Zero_Months,Intermittency_Rate,Demand_Class,Safety_Stock,Reorder_Point,Target_Stock_Level,Inventory_Coverage,Service_Level_Achievement,Inventory_Risk
1153,MB390247,281.0,4.19,2.87,0.68,62,0.07,Fast Moving,4.7355,8.9255,13.1155,3.1301909307875895,100.0,Low Risk
1153,MB390261,564.0,8.42,4.78,0.57,67,0.0,Fast Moving,7.887,16.307,24.726999999999997,2.936698337292161,100.0,Low Risk
1153,MB390263,51.0,0.76,1.36,1.79,25,0.63,Fast Moving,2.244,3.0040000000000004,3.7640000000000002,4.9526315789473685,100.0,Medium Risk
1153,MB390284,3113.0,46.46,20.04,0.43,67,0.0,Fast Moving,33.065999999999995,79.526,125.98599999999999,2.711708996986655,100.0,Low Risk
1153,MB390288,28.0,0.42,1.09,2.62,17,0.75,Slow Moving,1.7985,2.2185,2.6385,6.2821428571428575,100.0,High Risk
1153,MB390292,228.0,3.4,2.23,0.65,58,0.13,Fast Moving,3.6795,7.0794999999999995,10.4795,3.082205882352941,100.0,Low Risk
1153,MB390340,631.0,9.42,6.13,0.65,66,0.01,Fast Moving,10.1145,19.5345,28.954500000000003,3.073726114649682,100.0,Low Risk
1153,MB390341,208.0,3.1,2.6,0.84,59,0.12,Fast Moving,4.29,7.390000000000001,10.49,3.3838709677419354,100.0,Low Risk
1153,MB390420,24.0,0.36,0.99,2.76,11,0.84,Slow Moving,1.6335,1.9935,2.3535,6.5375,100.0,High Risk
1153,MB390421,21.0,0.31,0.9,2.88,11,0.84,Slow Moving,1.4849999999999999,1.795,2.105,6.790322580645161,100.0,High Risk
1153,MB390539,0.0,0.0,0.0,0.0,0,1.0,Dead Stock,0.0,0.0,0.0,0.0,100.0,Dead Inventory
1153,MB390541,6875.0,102.61,37.01,0.36,67,0.0,Fast Moving,61.06649999999999,163.67649999999998,266.2865,2.595132053406101,100.0,Low Risk
1153,MB390670,543.0,8.1,5.59,0.69,66,0.01,Fast Moving,9.2235,17.3235,25.423499999999997,3.1387037037037033,100.0,Low Risk
1153,MB390678,0.0,0.0,0.0,0.0,0,1.0,Dead Stock,0.0,0.0,0.0,0.0,100.0,Dead Inventory
1153,MB390692,1521.0,22.7,10.17,0.45,67,0.0,Fast Moving,16.7805,39.4805,62.180499999999995,2.7392290748898676,100.0,Low Risk
1153,MB390810,49.0,0.73,1.44,1.97,21,0.69,Slow Moving,2.376,3.106,3.836,5.254794520547945,100.0,Medium Risk
1153,MB390826,137.0,2.04,1.78,0.87,54,0.19,Fast Moving,2.937,4.977,7.017,3.4397058823529414,100.0,Low Risk
1153,MB390847,60.0,0.9,1.39,1.56,28,0.58,Fast Moving,2.2935,3.1935,4.0935,4.548333333333333,100.0,Medium Risk
1153,MB390848,1.0,0.01,0.12,8.12,1,0.99,Intermittent,0.19799999999999998,0.208,0.218,21.8,100.0,High Risk
1153,MB390863,4.0,0.06,0.29,4.91,3,0.96,Intermittent,0.4784999999999999,0.5385,0.5985,9.975000000000001,100.0,High Risk
1153,MB390901,186.0,2.78,3.28,1.18,46,0.31,Fast Moving,5.411999999999999,8.191999999999998,10.971999999999998,3.946762589928057,100.0,Medium Risk
1153,MB390902,44.0,0.66,1.38,2.1,18,0.73,Slow Moving,2.2769999999999997,2.937,3.597,5.449999999999999,100.0,High Risk
1153,MB390904,3510.0,52.39,21.28,0.41,67,0.0,Fast Moving,35.112,87.50200000000001,139.892,2.670204237449895,100.0,Low Risk
1153,MB390910,1270.0,18.96,17.46,0.92,55,0.18,Fast Moving,28.809,47.769000000000005,66.72900000000001,3.5194620253164564,100.0,Low Risk
1153,MB390915,57.0,0.85,1.7,2.0,23,0.66,Slow Moving,2.8049999999999997,3.655,4.505,5.3,100.0,Medium Risk
1153,MB390919,36.0,0.54,1.07,1.99,17,0.75,Slow Moving,1.7655,2.3055000000000003,2.8455000000000004,5.269444444444445,100.0,Medium Risk
1153,MB390951,4640.0,69.25,34.31,0.5,67,0.0,Fast Moving,56.6115,125.8615,195.1115,2.817494584837545,100.0,Low Risk
1153,MB390987,820.0,12.24,17.6,1.44,29,0.57,Fast Moving,29.04,41.28,53.52,4.372549019607844,100.0,Medium Risk
1153,MB392009,167.0,2.49,2.3,0.92,57,0.15,Fast Moving,3.7949999999999995,6.285,8.775,3.5240963855421685,100.0,Low Risk
1153,MB392032,79.0,1.18,1.67,1.41,36,0.46,Fast Moving,2.7554999999999996,3.9354999999999993,5.115499999999999,4.3351694915254235,100.0,Medium Risk
1153,MB392220,1848.0,27.58,12.11,0.44,67,0.0,Fast Moving,19.981499999999997,47.561499999999995,75.1415,2.7244923857868018,100.0,Low Risk
1153,MB392339,692.0,10.33,5.11,0.49,67,0.0,Fast Moving,8.4315,18.761499999999998,29.091499999999996,2.8162149080348495,100.0,Low Risk
1153,MB392354,5279.0,78.79,43.96,0.56,67,0.0,Fast Moving,72.53399999999999,151.324,230.11400000000003,2.920599060794517,100.0,Low Risk
1153,MB392572,331.0,4.94,3.85,0.78,64,0.04,Fast Moving,6.3525,11.2925,16.2325,3.285931174089069,100.0,Low Risk
1153,MB392578,210.0,3.13,2.5,0.8,62,0.07,Fast Moving,4.125,7.255,10.385,3.317891373801917,100.0,Low Risk
1153,MB392604,19.0,0.28,0.54,1.91,16,0.76,Slow Moving,0.891,1.171,1.451,5.182142857142857,100.0,Medium Risk
1153,MB392609,20.0,0.3,0.57,1.92,17,0.75,Slow Moving,0.9404999999999999,1.2405,1.5405,5.135,100.0,Medium Risk
1153,MB392661,80.0,1.19,4.74,3.97,4,0.94,Intermittent,7.821,9.011,10.200999999999999,8.572268907563025,100.0,High Risk
1153,MB392671,60.0,0.9,4.14,4.62,3,0.96,Intermittent,6.8309999999999995,7.731,8.631,9.59,100.0,High Risk
1153,MB392673,50.0,0.75,3.59,4.81,3,0.96,Intermittent,5.9235,6.6735,7.4235,9.898,100.0,High Risk
1153,MB392688,41.0,0.61,0.73,1.2,32,0.52,Fast Moving,1.2045,1.8144999999999998,2.4244999999999997,3.9745901639344257,100.0,Medium Risk
1153,MB392689,35.0,0.52,0.65,1.25,29,0.57,Fast Moving,1.0725,1.5925,2.1125,4.062499999999999,100.0,Medium Risk
1153,MB392709,15738.0,234.9,148.01,0.63,66,0.01,Fast Moving,244.21649999999997,479.1165,714.0165,3.0396615581098336,100.0,Low Risk
1153,MB392740,328.0,4.9,6.07,1.24,42,0.37,Fast Moving,10.0155,14.9155,19.8155,4.0439795918367345,100.0,Medium Risk
1153,MB392780,122.0,1.82,2.01,1.1,39,0.42,Fast Moving,3.3164999999999996,5.1365,6.9565,3.822252747252747,100.0,Medium Risk
1153,MB392781,84.0,1.25,1.92,1.53,25,0.63,Fast Moving,3.1679999999999997,4.417999999999999,5.667999999999999,4.5344,100.0,Medium Risk
1153,MB392799,619.0,9.24,15.14,1.64,22,0.67,Slow Moving,24.980999999999998,34.221,43.461,4.703571428571428,100.0,Medium Risk
1153,MB392801,41.0,0.61,0.9,1.47,25,0.63,Fast Moving,1.4849999999999999,2.0949999999999998,2.7049999999999996,4.434426229508197,100.0,Medium Risk
1153,MB392806,235.0,3.51,3.17,0.9,56,0.16,Fast Moving,5.230499999999999,8.740499999999999,12.250499999999999,3.49017094017094,100.0,Low Risk
1153,MB392807,230.0,3.43,3.17,0.92,55,0.18,Fast Moving,5.230499999999999,8.660499999999999,12.090499999999999,3.5249271137026232,100.0,Low Risk
1153,MB392819,10.0,0.15,1.21,8.12,1,0.99,Intermittent,1.9965,2.1465,2.2965,15.31,100.0,High Risk
1153,MB392825,2635.0,39.33,17.93,0.46,66,0.01,Fast Moving,29.5845,68.9145,108.2445,2.7522120518688027,100.0,Low Risk
1153,MB392826,2616.0,39.04,19.25,0.49,67,0.0,Fast Moving,31.7625,70.8025,109.8425,2.8135886270491803,100.0,Low Risk
1153,MB392831,0.0,0.0,0.0,0.0,0,1.0,Dead Stock,0.0,0.0,0.0,0.0,100.0,Dead Inventory
1153,MB392842,491.0,7.33,4.66,0.64,64,0.04,Fast Moving,7.689,15.019,22.349,3.0489768076398365,100.0,Low Risk
1153,MB392843,389.0,5.81,3.9,0.67,64,0.04,Fast Moving,6.435,12.245,18.055,3.1075731497418246,100.0,Low Risk
1153,MB392844,2.0,0.03,0.24,8.12,1,0.99,Intermittent,0.39599999999999996,0.42599999999999993,0.45599999999999996,15.2,100.0,High Risk
1153,MB392847,2.0,0.03,0.17,5.7,2,0.97,Intermittent,0.2805,0.3105,0.3405,11.350000000000001,100.0,High Risk
1153,MB392848,1.0,0.01,0.12,8.12,1,0.99,Intermittent,0.19799999999999998,0.208,0.218,21.8,100.0,High Risk
1153,MB392852,121.0,1.81,1.79,0.99,48,0.28,Fast Moving,2.9535,4.7635000000000005,6.573500000000001,3.6317679558011053,100.0,Low Risk
1153,MB392853,120.0,1.79,1.66,0.93,48,0.28,Fast Moving,2.739,4.529,6.319,3.530167597765363,100.0,Low Risk
1153,MB392860,610.0,9.1,4.92,0.54,65,0.03,Fast Moving,8.118,17.218,26.317999999999998,2.892087912087912,100.0,Low Risk
1153,MB392886,78.0,1.16,1.63,1.4,26,0.61,Fast Moving,2.6895,3.8495,5.0095,4.318534482758621,100.0,Medium Risk
1153,MB392898,1076.0,16.06,12.54,0.78,58,0.13,Fast Moving,20.691,36.751,52.81099999999999,3.2883561643835613,100.0,Low Risk
1153,MB392920,681.0,10.16,5.54,0.54,66,0.01,Fast Moving,9.141,19.301000000000002,29.461000000000002,2.899704724409449,100.0,Low Risk
1153,MB392921,576.0,8.6,4.99,0.58,66,0.01,Fast Moving,8.2335,16.8335,25.433500000000002,2.957383720930233,100.0,Low Risk
1153,MB394508,2343.0,34.97,29.4,0.84,64,0.04,Fast Moving,48.51,83.47999999999999,118.44999999999999,3.3871890191592793,100.0,Low Risk
1153,MB394509,2685.0,40.07,28.4,0.71,65,0.03,Fast Moving,46.85999999999999,86.92999999999999,127.0,3.1694534564512105,100.0,Low Risk
1153,MB394510,61993.0,925.27,234.61,0.25,67,0.0,Fast Moving,387.1065,1312.3764999999999,2237.6465,2.418371394295719,100.0,Low Risk
1153,MB394511,79514.0,1186.78,318.59,0.27,67,0.0,Fast Moving,525.6734999999999,1712.4534999999998,2899.2335,2.442940983164529,100.0,Low Risk
1153,MB394519,103782.0,1548.99,418.94,0.27,67,0.0,Fast Moving,691.251,2240.241,3789.2309999999998,2.4462591753336045,100.0,Low Risk
1153,MB394540,18060.0,269.55,82.76,0.31,67,0.0,Fast Moving,136.554,406.10400000000004,675.654,2.5065998887033945,100.0,Low Risk
1153,MB394545,2447.0,36.52,15.79,0.43,67,0.0,Fast Moving,26.053499999999996,62.573499999999996,99.0935,2.7134036144578313,100.0,Low Risk
1153,MB394546,2357.0,35.18,14.37,0.41,67,0.0,Fast Moving,23.710499999999996,58.890499999999996,94.0705,2.673976691301876,100.0,Low Risk
1153,MB394570,12965.0,193.51,65.15,0.34,67,0.0,Fast Moving,107.4975,301.0075,494.5175,2.5555139269288407,100.0,Low Risk
1153,MB394571,15351.0,229.12,103.14,0.45,67,0.0,Fast Moving,170.18099999999998,399.301,628.421,2.7427592527932965,100.0,Low Risk
1153,MB394581,24820.0,370.45,132.88,0.36,67,0.0,Fast Moving,219.25199999999998,589.702,960.152,2.591853151572412,100.0,Low Risk
1153,MB394600,1572.0,23.46,15.08,0.64,67,0.0,Fast Moving,24.881999999999998,48.342,71.80199999999999,3.0606138107416876,100.0,Low Risk
1153,MB394601,1357.0,20.25,12.09,0.6,67,0.0,Fast Moving,19.9485,40.198499999999996,60.448499999999996,2.985111111111111,100.0,Low Risk
1153,MB394610,8437.0,125.93,55.27,0.44,67,0.0,Fast Moving,91.1955,217.1255,343.0555,2.724176129595807,100.0,Low Risk
1153,MB394611,8044.0,120.06,45.84,0.38,67,0.0,Fast Moving,75.636,195.696,315.756,2.6299850074962516,100.0,Low Risk
1153,MB394614,417.0,6.22,3.98,0.64,66,0.01,Fast Moving,6.566999999999999,12.786999999999999,19.006999999999998,3.055787781350482,100.0,Low Risk
1153,MB394615,467.0,6.97,5.12,0.73,66,0.01,Fast Moving,8.448,15.418,22.387999999999998,3.212051649928264,100.0,Low Risk
1153,MB394616,452.0,6.75,4.17,0.62,66,0.01,Fast Moving,6.8805,13.6305,20.380499999999998,3.019333333333333,100.0,Low Risk
1153,MB394617,486.0,7.25,4.68,0.65,67,0.0,Fast Moving,7.7219999999999995,14.972,22.222,3.0651034482758623,100.0,Low Risk
1153,MB394681,3370.0,50.3,27.2,0.54,67,0.0,Fast Moving,44.879999999999995,95.17999999999999,145.48,2.8922465208747514,100.0,Low Risk
1153,MB394697,3592.0,53.61,32.31,0.6,67,0.0,Fast Moving,53.3115,106.92150000000001,160.5315,2.994432008953553,100.0,Low Risk
1153,MB394701,54.0,0.81,1.2,1.49,23,0.66,Slow Moving,1.9799999999999998,2.79,3.6,4.444444444444445,100.0,Medium Risk
1153,MB394716,79.0,1.18,1.68,1.43,33,0.51,Fast Moving,2.772,3.952,5.132,4.349152542372881,100.0,Medium Risk
1153,MB394785,0.0,0.0,0.0,0.0,0,1.0,Dead Stock,0.0,0.0,0.0,0.0,100.0,Dead Inventory
1153,MB394795,50844.0,758.87,441.83,0.58,67,0.0,Fast Moving,729.0194999999999,1487.8894999999998,2246.7594999999997,2.96066454069867,100.0,Low Risk
1153,MB394867,52.0,0.78,1.28,1.65,22,0.67,Slow Moving,2.112,2.8920000000000003,3.6720000000000006,4.707692307692309,100.0,Medium Risk
1153,MB394891,51.0,0.76,2.59,3.41,9,0.87,Slow Moving,4.273499999999999,5.033499999999999,5.793499999999999,7.623026315789472,100.0,High Risk
1153,MB394891PR,298.0,4.45,4.73,1.06,47,0.3,Fast Moving,7.8045,12.2545,16.7045,3.753820224719101,100.0,Medium Risk
1153,MB394892,107.0,1.6,2.65,1.66,25,0.63,Fast Moving,4.3725,5.9725,7.5725,4.7328125,100.0,Medium Risk
1153,MB394892PR,168.0,2.51,5.37,2.14,27,0.6,Fast Moving,8.8605,11.3705,13.8805,5.530079681274901,100.0,High Risk
1153,MB394895,912.0,13.61,9.97,0.73,62,0.07,Fast Moving,16.4505,30.0605,43.670500000000004,3.208706833210875,100.0,Low Risk
1153,MB394896,839.0,12.52,10.51,0.84,59,0.12,Fast Moving,17.3415,29.8615,42.3815,3.385103833865815,100.0,Low Risk
1153,MB394938,48.0,0.72,0.91,1.27,32,0.52,Fast Moving,1.5015,2.2215,2.9414999999999996,4.085416666666666,100.0,Medium Risk
1153,MB394954,89.0,1.33,2.06,1.55,27,0.6,Fast Moving,3.399,4.729,6.059,4.55563909774436,100.0,Medium Risk
1153,MB394960,15.0,0.22,0.62,2.76,11,0.84,Slow Moving,1.023,1.2429999999999999,1.4629999999999999,6.6499999999999995,100.0,High Risk
1153,MB395021,112.0,1.67,1.48,0.89,50,0.25,Fast Moving,2.4419999999999997,4.112,5.782,3.4622754491017966,100.0,Low Risk
1153,MB395023,1.0,0.01,0.12,8.12,1,0.99,Intermittent,0.19799999999999998,0.208,0.218,21.8,100.0,High Risk
1153,MB395028,423.0,6.31,4.0,0.63,66,0.01,Fast Moving,6.6,12.91,19.22,3.045958795562599,100.0,Low Risk
1153,MB395080,7.0,0.1,0.35,3.36,6,0.91,Slow Moving,0.5774999999999999,0.6774999999999999,0.7774999999999999,7.774999999999999,100.0,High Risk
1153,MB395082,9.0,0.13,0.49,3.61,6,0.91,Slow Moving,0.8085,0.9385,1.0685,8.21923076923077,100.0,High Risk
1153,MB395084,491.0,7.33,5.05,0.69,64,0.04,Fast Moving,8.3325,15.6625,22.9925,3.1367667121418825,100.0,Low Risk
1153,MB395086,0.0,0.0,0.0,0.0,0,1.0,Dead Stock,0.0,0.0,0.0,0.0,100.0,Dead Inventory
1153,MB395091,2594.0,38.72,12.05,0.31,67,0.0,Fast Moving,19.8825,58.6025,97.32249999999999,2.513494318181818,100.0,Low Risk
1153,MB395100,657.0,9.81,5.63,0.57,67,0.0,Fast Moving,9.289499999999999,19.0995,28.9095,2.9469418960244647,100.0,Low Risk
1153,MB395102,2626.0,39.19,18.35,0.47,67,0.0,Fast Moving,30.2775,69.4675,108.6575,2.7725822914008678,100.0,Low Risk
1153,MB395103,3325.0,49.63,21.47,0.43,67,0.0,Fast Moving,35.4255,85.0555,134.6855,2.7137920612532738,100.0,Low Risk
1153,MB395107,836.0,12.48,13.4,1.07,44,0.34,Fast Moving,22.11,34.59,47.07000000000001,3.771634615384616,100.0,Medium Risk
1153,MB395119,1752.0,26.15,9.26,0.35,67,0.0,Fast Moving,15.278999999999998,41.428999999999995,67.579,2.5842829827915867,100.0,Low Risk
1153,MB395122,1628.0,24.3,9.74,0.4,67,0.0,Fast Moving,16.070999999999998,40.370999999999995,64.67099999999999,2.6613580246913577,100.0,Low Risk
1153,MB395123,42524.0,634.69,177.66,0.28,67,0.0,Fast Moving,293.13899999999995,927.829,1562.519,2.461861696261167,100.0,Low Risk
1153,MB395129,4958.0,74.0,29.06,0.39,67,0.0,Fast Moving,47.949,121.949,195.949,2.6479594594594595,100.0,Low Risk
1153,MB395130,13695.0,204.4,111.87,0.55,67,0.0,Fast Moving,184.5855,388.9855,593.3855,2.9030601761252446,100.0,Low Risk
1153,MB395134,4455.0,66.49,25.53,0.38,67,0.0,Fast Moving,42.1245,108.61449999999999,175.10449999999997,2.6335463979545795,100.0,Low Risk
1153,MB395135,55.0,0.82,1.22,1.49,30,0.55,Fast Moving,2.013,2.8329999999999997,3.6529999999999996,4.454878048780488,100.0,Medium Risk
1153,MB395141,701.0,10.46,5.58,0.53,67,0.0,Fast Moving,9.206999999999999,19.667,30.127000000000002,2.880210325047801,100.0,Low Risk
1153,MB395146,1104.0,16.48,5.89,0.36,67,0.0,Fast Moving,9.718499999999999,26.1985,42.6785,2.589714805825243,100.0,Low Risk
1153,MB395147,1103.0,16.46,5.33,0.32,67,0.0,Fast Moving,8.7945,25.2545,41.7145,2.534295261239368,100.0,Low Risk
1153,MB395169,603.0,9.0,3.69,0.41,67,0.0,Fast Moving,6.0885,15.0885,24.0885,2.6765,100.0,Low Risk
1153,MB395206,29.0,0.43,1.78,4.11,6,0.91,Slow Moving,2.937,3.367,3.797,8.830232558139535,100.0,High Risk
1153,MB395208,4513.0,67.36,23.13,0.34,67,0.0,Fast Moving,38.1645,105.52449999999999,172.8845,2.566575118764846,100.0,Low Risk
1153,MB395218,1807.0,26.97,9.87,0.37,67,0.0,Fast Moving,16.2855,43.2555,70.2255,2.603837597330367,100.0,Low Risk
1153,MB395227,260.0,3.88,6.9,1.78,21,0.69,Slow Moving,11.385,15.265,19.145,4.934278350515464,100.0,Medium Risk
1153,MB395237,680.0,10.15,13.98,1.38,32,0.52,Fast Moving,23.067,33.217,43.367,4.272610837438423,100.0,Medium Risk
1153,MB395309,229.0,3.42,2.31,0.68,63,0.06,Fast Moving,3.8114999999999997,7.2315,10.651499999999999,3.114473684210526,100.0,Low Risk
1153,MB395311,0.0,0.0,0.0,0.0,0,1.0,Dead Stock,0.0,0.0,0.0,0.0,100.0,Dead Inventory
1153,MB395362,52.0,0.78,1.24,1.6,30,0.55,Fast Moving,2.046,2.8259999999999996,3.606,4.623076923076923,100.0,Medium Risk
1153,MB395363,55.0,0.82,1.13,1.38,29,0.57,Fast Moving,1.8644999999999998,2.6845,3.5044999999999997,4.273780487804878,100.0,Medium Risk
1153,MB420503,181.0,2.7,2.2,0.81,57,0.15,Fast Moving,3.63,6.33,9.030000000000001,3.3444444444444446,100.0,Low Risk
1153,MB420545,140.0,2.09,5.61,2.68,10,0.85,Slow Moving,9.2565,11.3465,13.4365,6.428947368421054,100.0,High Risk
1153,MB470250,3692.0,55.1,24.13,0.44,67,0.0,Fast Moving,39.814499999999995,94.9145,150.0145,2.7225862068965516,100.0,Low Risk
1153,MB482128,0.0,0.0,0.0,0.0,0,1.0,Dead Stock,0.0,0.0,0.0,0.0,100.0,Dead Inventory
1153,MB482131,6.0,0.09,0.38,4.2,4,0.94,Intermittent,0.627,0.717,0.8069999999999999,8.966666666666667,100.0,High Risk
1153,MB482172,2.0,0.03,0.17,5.7,2,0.97,Intermittent,0.2805,0.3105,0.3405,11.350000000000001,100.0,High Risk
1153,MB482234,6844.0,102.15,44.59,0.44,67,0.0,Fast Moving,73.5735,175.7235,277.87350000000004,2.7202496328928047,100.0,Low Risk
1153,MB482809,0.0,0.0,0.0,0.0,0,1.0,Dead Stock,0.0,0.0,0.0,0.0,100.0,Dead Inventory
1153,MB482810,7648.0,114.15,43.67,0.38,67,0.0,Fast Moving,72.0555,186.2055,300.3555,2.6312352168199737,100.0,Low Risk
1153,MB482811,17500.0,261.19,82.6,0.32,67,0.0,Fast Moving,136.29,397.48,658.6700000000001,2.521804050691068,100.0,Low Risk
1153,MB482964,84.0,1.25,1.62,1.3,37,0.45,Fast Moving,2.673,3.923,5.173,4.1384,100.0,Medium Risk
1153,MB486038,155430.0,2319.85,808.04,0.35,67,0.0,Fast Moving,1333.2659999999998,3653.116,5972.966,2.5747207793607347,100.0,Low Risk
1153,MB486762,381.0,5.69,5.24,0.92,62,0.07,Fast Moving,8.645999999999999,14.335999999999999,20.026,3.5195079086115992,100.0,Low Risk
1153,MB486770,9698.0,144.75,65.25,0.45,67,0.0,Fast Moving,107.6625,252.4125,397.1625,2.7437823834196893,100.0,Low Risk
1153,MB500050,70.0,1.04,4.93,4.72,3,0.96,Intermittent,8.1345,9.174499999999998,10.214499999999997,9.821634615384612,100.0,High Risk
1153,MB508180,257.0,3.84,3.5,0.91,57,0.15,Fast Moving,5.7749999999999995,9.614999999999998,13.454999999999998,3.5039062499999996,100.0,Low Risk
1153,MB508181,338.0,5.04,4.4,0.87,59,0.12,Fast Moving,7.26,12.3,17.34,3.4404761904761902,100.0,Low Risk
1153,MB508377,2.0,0.03,0.17,5.7,2,0.97,Intermittent,0.2805,0.3105,0.3405,11.350000000000001,100.0,High Risk
1153,MB508386PR,1473.0,21.99,12.5,0.57,67,0.0,Fast Moving,20.625,42.614999999999995,64.60499999999999,2.9379263301500678,100.0,Low Risk
1153,MB508387PR,1134.0,16.93,8.17,0.48,67,0.0,Fast Moving,13.4805,30.4105,47.3405,2.796249261665682,100.0,Low Risk
1153,MB508428,2248.0,33.55,14.19,0.42,67,0.0,Fast Moving,23.4135,56.963499999999996,90.5135,2.6978688524590164,100.0,Low Risk
1153,MB508542PR,13455.0,200.82,52.37,0.26,67,0.0,Fast Moving,86.41049999999998,287.2305,488.0505,2.430288317896624,100.0,Low Risk
1153,MB508543PR,12611.0,188.22,51.62,0.27,67,0.0,Fast Moving,85.17299999999999,273.393,461.61299999999994,2.4525183296142807,100.0,Low Risk
1153,MB508571,34.0,0.51,2.54,5.01,8,0.88,Slow Moving,4.191,4.701,5.210999999999999,10.217647058823529,100.0,High Risk
1153,MB508572,26.0,0.39,2.43,6.26,7,0.9,Slow Moving,4.0095,4.3995,4.789499999999999,12.280769230769229,100.0,High Risk
1153,MB508584,75.0,1.12,2.86,2.56,25,0.63,Fast Moving,4.718999999999999,5.8389999999999995,6.959,6.213392857142856,100.0,High Risk
1153,MB536560,10.0,0.15,0.67,4.52,5,0.93,Intermittent,1.1055,1.2554999999999998,1.4054999999999997,9.37,100.0,High Risk
1153,MB555980,64.0,0.96,1.08,1.14,40,0.4,Fast Moving,1.782,2.742,3.702,3.85625,100.0,Medium Risk
1153,MB555990,52.0,0.78,1.03,1.33,33,0.51,Fast Moving,1.6995,2.4795,3.2595,4.178846153846154,100.0,Medium Risk
1153,MB556133,10192.0,152.12,66.86,0.44,67,0.0,Fast Moving,110.31899999999999,262.43899999999996,414.55899999999997,2.725210360241914,100.0,Low Risk
1153,MB556138,9100.0,135.82,68.68,0.51,66,0.01,Fast Moving,113.322,249.142,384.962,2.834354292445884,100.0,Low Risk
1153,MB556165,2190.0,32.69,21.63,0.66,67,0.0,Fast Moving,35.689499999999995,68.3795,101.06949999999999,3.0917558886509635,100.0,Low Risk
1153,MB560597-N,20.0,0.3,0.81,2.72,11,0.84,Slow Moving,1.3365,1.6365,1.9365,6.455000000000001,100.0,High Risk
1153,MB560598-N,32.0,0.48,1.06,2.21,16,0.76,Slow Moving,1.7489999999999999,2.229,2.709,5.643750000000001,100.0,High Risk
1153,MB560600,1026.0,15.31,10.84,0.71,66,0.01,Fast Moving,17.886,33.196,48.506,3.168256041802743,100.0,Low Risk
1153,MB560601,1008.0,15.04,13.22,0.88,61,0.09,Fast Moving,21.813,36.852999999999994,51.892999999999994,3.4503324468085106,100.0,Low Risk
1153,MB560795,79.0,1.18,1.41,1.2,43,0.36,Fast Moving,2.3265,3.5065,4.6865,3.9716101694915253,100.0,Medium Risk
1153,MB560860,346.0,5.16,4.13,0.8,62,0.07,Fast Moving,6.8145,11.974499999999999,17.1345,3.3206395348837208,100.0,Low Risk
1153,MB560861,341.0,5.09,3.73,0.73,62,0.07,Fast Moving,6.1545,11.244499999999999,16.3345,3.2091355599214144,100.0,Low Risk
1153,MB561151,512.0,7.64,4.76,0.62,66,0.01,Fast Moving,7.853999999999999,15.494,23.134,3.0280104712041886,100.0,Low Risk
1153,MB561170,112.0,1.67,1.86,1.12,45,0.33,Fast Moving,3.069,4.739,6.409,3.8377245508982036,100.0,Medium Risk
1153,MB563204,32244.0,481.25,228.68,0.48,67,0.0,Fast Moving,377.322,858.572,1339.8220000000001,2.7840457142857145,100.0,Low Risk
1153,MB563234,22562.0,336.75,194.18,0.58,67,0.0,Fast Moving,320.397,657.1469999999999,993.8969999999999,2.951438752783964,100.0,Low Risk
1153,MB563733,2590.0,38.66,17.35,0.45,67,0.0,Fast Moving,28.6275,67.2875,105.94749999999999,2.740494050698396,100.0,Low Risk
1153,MB563734,9516.0,142.03,50.2,0.35,67,0.0,Fast Moving,82.83,224.86,366.89,2.5831866507075967,100.0,Low Risk
1153,MB570240,7.0,0.1,0.43,4.1,4,0.94,Intermittent,0.7094999999999999,0.8094999999999999,0.9094999999999999,9.094999999999999,100.0,High Risk
1153,MB570241,8.0,0.12,0.5,4.22,4,0.94,Intermittent,0.825,0.945,1.065,8.875,100.0,High Risk
1153,MB650228,39.0,0.58,1.69,2.9,9,0.87,Slow Moving,2.7885,3.3685,3.9485,6.807758620689656,100.0,High Risk
1153,MC014883,1773.0,26.46,14.0,0.53,67,0.0,Fast Moving,23.099999999999998,49.56,76.02000000000001,2.8730158730158735,100.0,Low Risk
1153,MC112203X,44.0,0.66,0.97,1.48,25,0.63,Fast Moving,1.6004999999999998,2.2605,2.9205,4.425,100.0,Medium Risk
1153,MC112221,20.0,0.3,2.43,8.12,1,0.99,Intermittent,4.0095,4.3095,4.6095,15.365,100.0,High Risk
1153,MC112223,199.0,2.97,2.67,0.9,57,0.15,Fast Moving,4.4055,7.375500000000001,10.345500000000001,3.4833333333333334,100.0,Low Risk
1153,MC112224,30.0,0.45,2.07,4.62,3,0.96,Intermittent,3.4154999999999998,3.8655,4.3155,9.59,100.0,High Risk
1153,MC112242,419.0,6.25,4.52,0.72,64,0.04,Fast Moving,7.457999999999999,13.707999999999998,19.958,3.1932799999999997,100.0,Low Risk
1153,MC112269,1065.0,15.9,7.4,0.47,65,0.03,Fast Moving,12.209999999999999,28.11,44.01,2.7679245283018865,100.0,Low Risk
1153,MC112510,832.0,12.42,8.76,0.71,66,0.01,Fast Moving,14.453999999999999,26.874,39.294,3.1637681159420286,100.0,Low Risk
1153,MC113015,1556.0,23.22,10.28,0.44,67,0.0,Fast Moving,16.962,40.182,63.402,2.7304909560723516,100.0,Low Risk
1153,MC113106,2292.0,34.21,12.09,0.35,67,0.0,Fast Moving,19.9485,54.158500000000004,88.36850000000001,2.5831189710610936,100.0,Low Risk
