Warehouse,Part_No,Total_Demand,Avg_Demand,Std_Demand,CV,Non_Zero_Months,Intermittency_Rate,Demand_Class,Demand_Percentage,Cumulative_Percentage,ABC_Class,XYZ_Class,ABC_XYZ,Forecast_Strategy
1153,MB097901,733.0,10.94,5.98,0.55,67,0.0,Fast Moving,0.0007740927754409,90.93604104075372,B,Y,BY,ARIMA
1155,IA306336,733.0,10.94,7.71,0.7,65,0.03,Fast Moving,0.0007740927754409,90.93681513352917,B,Y,BY,ARIMA
1110,IA306772,733.0,10.94,8.59,0.79,67,0.0,Fast Moving,0.0007740927754409,90.9375892263046,B,Y,BY,ARIMA
1155,IE311450,733.0,10.94,7.64,0.7,65,0.03,Fast Moving,0.0007740927754409,90.93836331908004,B,Y,BY,ARIMA
1153,IE302627,733.0,10.94,6.0,0.55,67,0.0,Fast Moving,0.0007740927754409,90.9391374118555,B,Y,BY,ARIMA
1152,ID334817,733.0,10.94,11.23,1.03,48,0.28,Fast Moving,0.0007740927754409,90.93991150463094,B,Z,BZ,ARIMA
1152,ID368401,732.0,10.93,12.61,1.15,58,0.13,Fast Moving,0.0007730367143557,90.94068454134528,B,Z,BZ,ARIMA
1110,IA216027,732.0,10.93,16.69,1.53,41,0.39,Fast Moving,0.0007730367143557,90.94145757805964,B,Z,BZ,ARIMA
1153,IA306027,732.0,10.93,5.42,0.5,67,0.0,Fast Moving,0.0007730367143557,90.942230614774,B,X,BX,Holt
1153,IA353695,732.0,10.93,8.72,0.8,55,0.18,Fast Moving,0.0007730367143557,90.94300365148834,B,Y,BY,ARIMA
1110,IA349476,732.0,10.93,10.04,0.92,65,0.03,Fast Moving,0.0007730367143557,90.94377668820268,B,Y,BY,ARIMA
1155,ID313900,732.0,10.93,16.51,1.51,39,0.42,Fast Moving,0.0007730367143557,90.94454972491704,B,Z,BZ,ARIMA
1153,IF300847,732.0,10.93,18.29,1.67,25,0.63,Fast Moving,0.0007730367143557,90.9453227616314,B,Z,BZ,ARIMA
1110,IC801203,732.0,10.93,15.66,1.43,57,0.15,Fast Moving,0.0007730367143557,90.94609579834574,B,Z,BZ,ARIMA
1110,IA342754,732.0,10.93,9.13,0.84,64,0.04,Fast Moving,0.0007730367143557,90.94686883506007,B,Y,BY,ARIMA
1153,IA306067,732.0,10.93,5.43,0.5,66,0.01,Fast Moving,0.0007730367143557,90.94764187177444,B,X,BX,Holt
1152,ID311211,732.0,10.93,14.01,1.28,56,0.16,Fast Moving,0.0007730367143557,90.9484149084888,B,Z,BZ,ARIMA
1152,ID305188,732.0,10.93,12.43,1.14,65,0.03,Fast Moving,0.0007730367143557,90.94918794520314,B,Z,BZ,ARIMA
1110,2223217827,732.0,10.93,16.02,1.47,53,0.21,Fast Moving,0.0007730367143557,90.94996098191749,B,Z,BZ,ARIMA
1110,MB392339,732.0,10.93,7.53,0.69,66,0.01,Fast Moving,0.0007730367143557,90.95073401863183,B,Y,BY,ARIMA
1110,IA206258,732.0,10.93,10.55,0.97,64,0.04,Fast Moving,0.0007730367143557,90.95150705534618,B,Y,BY,ARIMA
1110,ID312620,731.0,10.91,7.86,0.72,67,0.0,Fast Moving,0.0007719806532705,90.95227903599944,B,Y,BY,ARIMA
1155,ID312244,731.0,10.91,3.85,0.35,67,0.0,Fast Moving,0.0007719806532705,90.95305101665272,B,X,BX,Holt
1153,ID355840,731.0,10.91,8.71,0.8,64,0.04,Fast Moving,0.0007719806532705,90.953822997306,B,Y,BY,ARIMA
1110,IA236370,731.0,10.91,7.89,0.72,66,0.01,Fast Moving,0.0007719806532705,90.95459497795926,B,Y,BY,ARIMA
1153,ID329988,731.0,10.91,10.17,0.93,59,0.12,Fast Moving,0.0007719806532705,90.95536695861252,B,Y,BY,ARIMA
1152,IA333118,731.0,10.91,25.04,2.29,34,0.49,Fast Moving,0.0007719806532705,90.9561389392658,B,Z,BZ,ARIMA
1155,2222071492,731.0,10.91,13.12,1.2,50,0.25,Fast Moving,0.0007719806532705,90.95691091991908,B,Z,BZ,ARIMA
1155,IA308941,731.0,10.91,5.32,0.49,67,0.0,Fast Moving,0.0007719806532705,90.95768290057234,B,X,BX,Holt
1110,IA302524,731.0,10.91,23.37,2.14,50,0.25,Fast Moving,0.0007719806532705,90.9584548812256,B,Z,BZ,ARIMA
1110,3164001100,731.0,10.91,10.98,1.01,64,0.04,Fast Moving,0.0007719806532705,90.95922686187888,B,Z,BZ,ARIMA
1110,MB061183,731.0,10.91,7.69,0.7,64,0.04,Fast Moving,0.0007719806532705,90.95999884253214,B,Y,BY,ARIMA
1110,2222259962,730.0,10.9,16.86,1.55,58,0.13,Fast Moving,0.0007709245921853,90.96076976712432,B,Z,BZ,ARIMA
1152,IC801067,730.0,10.9,12.06,1.11,54,0.19,Fast Moving,0.0007709245921853,90.96154069171652,B,Z,BZ,ARIMA
1155,IA334983,730.0,10.9,6.23,0.57,67,0.0,Fast Moving,0.0007709245921853,90.96231161630872,B,Y,BY,ARIMA
1152,MC131185,730.0,10.9,25.84,2.37,27,0.6,Fast Moving,0.0007709245921853,90.9630825409009,B,Z,BZ,ARIMA
1152,ID366092,730.0,10.9,15.94,1.46,55,0.18,Fast Moving,0.0007709245921853,90.96385346549307,B,Z,BZ,ARIMA
1153,IA001264,730.0,10.9,10.63,0.98,66,0.01,Fast Moving,0.0007709245921853,90.96462439008528,B,Y,BY,ARIMA
1155,ID201257,730.0,10.9,59.44,5.46,16,0.76,Slow Moving,0.0007709245921853,90.96539531467748,B,Z,BZ,ARIMA
1152,MB025387,730.0,10.9,26.64,2.44,26,0.61,Fast Moving,0.0007709245921853,90.96616623926964,B,Z,BZ,ARIMA
1155,MF104896,730.0,10.9,19.75,1.81,33,0.51,Fast Moving,0.0007709245921853,90.96693716386184,B,Z,BZ,ARIMA
1152,IM301522,730.0,10.9,28.37,2.6,19,0.72,Slow Moving,0.0007709245921853,90.96770808845405,B,Z,BZ,ARIMA
1153,2200471541,730.0,10.9,16.0,1.47,34,0.49,Fast Moving,0.0007709245921853,90.96847901304622,B,Z,BZ,ARIMA
1155,MF476219,730.0,10.9,13.24,1.22,34,0.49,Fast Moving,0.0007709245921853,90.9692499376384,B,Z,BZ,ARIMA
1152,MH000740,730.0,10.9,14.89,1.37,37,0.45,Fast Moving,0.0007709245921853,90.9700208622306,B,Z,BZ,ARIMA
1153,IE456625,729.0,10.88,12.13,1.11,41,0.39,Fast Moving,0.0007698685311001,90.97079073076168,B,Z,BZ,ARIMA
1110,IA303985,729.0,10.88,10.12,0.93,67,0.0,Fast Moving,0.0007698685311001,90.9715605992928,B,Y,BY,ARIMA
1152,2221506929,729.0,10.88,12.63,1.16,45,0.33,Fast Moving,0.0007698685311001,90.97233046782388,B,Z,BZ,ARIMA
1153,ID340140,729.0,10.88,4.35,0.4,67,0.0,Fast Moving,0.0007698685311001,90.97310033635496,B,X,BX,Holt
1155,2221843299,729.0,10.88,8.6,0.79,61,0.09,Fast Moving,0.0007698685311001,90.97387020488608,B,Y,BY,ARIMA
1110,MB145307,729.0,10.88,9.15,0.84,65,0.03,Fast Moving,0.0007698685311001,90.97464007341716,B,Y,BY,ARIMA
1110,IC343748,729.0,10.88,11.24,1.03,60,0.1,Fast Moving,0.0007698685311001,90.97540994194826,B,Z,BZ,ARIMA
1153,ID201499,729.0,10.88,22.3,2.05,31,0.54,Fast Moving,0.0007698685311001,90.97617981047937,B,Z,BZ,ARIMA
1153,IC309428,728.0,10.87,10.92,1.01,65,0.03,Fast Moving,0.000768812470015,90.97694862294937,B,Z,BZ,ARIMA
1155,2222627412,728.0,10.87,11.89,1.09,45,0.33,Fast Moving,0.000768812470015,90.97771743541938,B,Z,BZ,ARIMA
1153,IU325636,728.0,10.87,8.55,0.79,67,0.0,Fast Moving,0.000768812470015,90.9784862478894,B,Y,BY,ARIMA
1153,IA202649,728.0,10.87,8.81,0.81,65,0.03,Fast Moving,0.000768812470015,90.9792550603594,B,Y,BY,ARIMA
1153,2221820929,728.0,10.87,9.0,0.83,66,0.01,Fast Moving,0.000768812470015,90.98002387282942,B,Y,BY,ARIMA
1110,ID316980,728.0,10.87,5.45,0.5,67,0.0,Fast Moving,0.000768812470015,90.98079268529943,B,X,BX,Holt
1110,IB004525,728.0,10.87,12.42,1.14,59,0.12,Fast Moving,0.000768812470015,90.98156149776943,B,Z,BZ,ARIMA
1110,IA334338,728.0,10.87,18.21,1.68,41,0.39,Fast Moving,0.000768812470015,90.98233031023946,B,Z,BZ,ARIMA
1110,IA306367,728.0,10.87,6.62,0.61,67,0.0,Fast Moving,0.000768812470015,90.98309912270948,B,Y,BY,ARIMA
1153,ID300086,728.0,10.87,5.86,0.54,66,0.01,Fast Moving,0.000768812470015,90.98386793517948,B,Y,BY,ARIMA
1155,IM301137,728.0,10.87,12.11,1.11,47,0.3,Fast Moving,0.000768812470015,90.9846367476495,B,Z,BZ,ARIMA
1155,IC303614,728.0,10.87,18.83,1.73,24,0.64,Fast Moving,0.000768812470015,90.98540556011952,B,Z,BZ,ARIMA
1153,IA344816,728.0,10.87,7.07,0.65,66,0.01,Fast Moving,0.000768812470015,90.98617437258952,B,Y,BY,ARIMA
1110,ID202058,728.0,10.87,17.14,1.58,58,0.13,Fast Moving,0.000768812470015,90.98694318505954,B,Z,BZ,ARIMA
1153,IC303612,728.0,10.87,18.02,1.66,41,0.39,Fast Moving,0.000768812470015,90.98771199752956,B,Z,BZ,ARIMA
1152,IA201077,728.0,10.87,14.37,1.32,65,0.03,Fast Moving,0.000768812470015,90.98848080999956,B,Z,BZ,ARIMA
1155,ID400006,728.0,10.87,4.6,0.42,67,0.0,Fast Moving,0.000768812470015,90.9892496224696,B,X,BX,Holt
1110,IC358018,728.0,10.87,12.96,1.19,51,0.24,Fast Moving,0.000768812470015,90.9900184349396,B,Z,BZ,ARIMA
1152,IA308723,728.0,10.87,12.59,1.16,67,0.0,Fast Moving,0.000768812470015,90.9907872474096,B,Z,BZ,ARIMA
1152,MB394508,727.0,10.85,10.72,0.99,48,0.28,Fast Moving,0.0007677564089298,90.99155500381856,B,Y,BY,ARIMA
1153,IC332779,727.0,10.85,8.75,0.81,60,0.1,Fast Moving,0.0007677564089298,90.99232276022748,B,Y,BY,ARIMA
1153,ID319514,727.0,10.85,6.23,0.57,66,0.01,Fast Moving,0.0007677564089298,90.9930905166364,B,Y,BY,ARIMA
1155,ID315558,727.0,10.85,34.27,3.16,55,0.18,Fast Moving,0.0007677564089298,90.99385827304536,B,Z,BZ,ARIMA
1152,MS603115,726.0,10.84,27.4,2.53,52,0.22,Fast Moving,0.0007667003478446,90.9946249733932,B,Z,BZ,ARIMA
1110,ID309505,726.0,10.84,14.22,1.31,38,0.43,Fast Moving,0.0007667003478446,90.99539167374104,B,Z,BZ,ARIMA
1155,IA206431,726.0,10.84,7.01,0.65,67,0.0,Fast Moving,0.0007667003478446,90.99615837408886,B,Y,BY,ARIMA
1153,IA236732,726.0,10.84,5.63,0.52,67,0.0,Fast Moving,0.0007667003478446,90.9969250744367,B,Y,BY,ARIMA
1153,IE312743,726.0,10.84,6.26,0.58,67,0.0,Fast Moving,0.0007667003478446,90.99769177478454,B,Y,BY,ARIMA
1153,ID203160,726.0,10.84,9.1,0.84,65,0.03,Fast Moving,0.0007667003478446,90.99845847513238,B,Y,BY,ARIMA
1155,IA208757,726.0,10.84,14.41,1.33,36,0.46,Fast Moving,0.0007667003478446,90.99922517548022,B,Z,BZ,ARIMA
1110,IE322316,726.0,10.84,13.83,1.28,51,0.24,Fast Moving,0.0007667003478446,90.99999187582806,B,Z,BZ,ARIMA
1152,IF000114,725.0,10.82,11.22,1.04,64,0.04,Fast Moving,0.0007656442867594,91.00075752011482,B,Z,BZ,ARIMA
1110,ID329402,725.0,10.82,18.0,1.66,59,0.12,Fast Moving,0.0007656442867594,91.00152316440158,B,Z,BZ,ARIMA
1155,IA306366,725.0,10.82,5.85,0.54,67,0.0,Fast Moving,0.0007656442867594,91.00228880868832,B,Y,BY,ARIMA
1155,IC304009,725.0,10.82,6.19,0.57,67,0.0,Fast Moving,0.0007656442867594,91.00305445297508,B,Y,BY,ARIMA
1110,IA236706,725.0,10.82,9.27,0.86,66,0.01,Fast Moving,0.0007656442867594,91.00382009726184,B,Y,BY,ARIMA
1110,IB002024,725.0,10.82,13.72,1.27,62,0.07,Fast Moving,0.0007656442867594,91.0045857415486,B,Z,BZ,ARIMA
1153,IA342803,725.0,10.82,7.61,0.7,64,0.04,Fast Moving,0.0007656442867594,91.00535138583535,B,Y,BY,ARIMA
1155,ID332424,725.0,10.82,5.88,0.54,67,0.0,Fast Moving,0.0007656442867594,91.00611703012213,B,Y,BY,ARIMA
1152,IA309111,724.0,10.81,11.68,1.08,66,0.01,Fast Moving,0.0007645882256742,91.0068816183478,B,Z,BZ,ARIMA
1152,IA335160,724.0,10.81,8.24,0.76,67,0.0,Fast Moving,0.0007645882256742,91.00764620657348,B,Y,BY,ARIMA
1152,IA201078,724.0,10.81,15.04,1.39,64,0.04,Fast Moving,0.0007645882256742,91.00841079479916,B,Z,BZ,ARIMA
1153,IF301165,724.0,10.81,14.6,1.35,34,0.49,Fast Moving,0.0007645882256742,91.00917538302484,B,Z,BZ,ARIMA
1155,IE320332,724.0,10.81,9.32,0.86,67,0.0,Fast Moving,0.0007645882256742,91.00993997125052,B,Y,BY,ARIMA
1152,ID329248,724.0,10.81,14.37,1.33,46,0.31,Fast Moving,0.0007645882256742,91.0107045594762,B,Z,BZ,ARIMA
1153,MB025177,724.0,10.81,7.46,0.69,62,0.07,Fast Moving,0.0007645882256742,91.01146914770187,B,Y,BY,ARIMA
1110,MS470471,724.0,10.81,23.8,2.2,23,0.66,Slow Moving,0.0007645882256742,91.01223373592757,B,Z,BZ,ARIMA
1153,IC418642,724.0,10.81,5.95,0.55,67,0.0,Fast Moving,0.0007645882256742,91.01299832415324,B,Y,BY,ARIMA
1110,IA335040,724.0,10.81,7.4,0.68,64,0.04,Fast Moving,0.0007645882256742,91.01376291237892,B,Y,BY,ARIMA
1152,ID358025,724.0,10.81,13.23,1.22,53,0.21,Fast Moving,0.0007645882256742,91.0145275006046,B,Z,BZ,ARIMA
1153,IA000607,724.0,10.81,7.72,0.71,63,0.06,Fast Moving,0.0007645882256742,91.01529208883026,B,Y,BY,ARIMA
1155,IA341647,724.0,10.81,7.85,0.73,64,0.04,Fast Moving,0.0007645882256742,91.01605667705594,B,Y,BY,ARIMA
1110,MF247253,724.0,10.81,19.23,1.78,22,0.67,Slow Moving,0.0007645882256742,91.01682126528162,B,Z,BZ,ARIMA
1110,MH037721,723.0,10.79,68.6,6.36,11,0.84,Slow Moving,0.000763532164589,91.0175847974462,B,Z,BZ,ARIMA
1110,IC318385,723.0,10.79,16.87,1.56,37,0.45,Fast Moving,0.000763532164589,91.0183483296108,B,Z,BZ,ARIMA
1110,IA303986,723.0,10.79,9.82,0.91,67,0.0,Fast Moving,0.000763532164589,91.01911186177536,B,Y,BY,ARIMA
1153,IE300758,723.0,10.79,6.03,0.56,65,0.03,Fast Moving,0.000763532164589,91.01987539393996,B,Y,BY,ARIMA
1153,IC308903,723.0,10.79,7.97,0.74,66,0.01,Fast Moving,0.000763532164589,91.02063892610454,B,Y,BY,ARIMA
1155,IE302468,723.0,10.79,5.41,0.5,66,0.01,Fast Moving,0.000763532164589,91.02140245826912,B,X,BX,Holt
1110,IC416515,723.0,10.79,33.35,3.09,21,0.69,Slow Moving,0.000763532164589,91.0221659904337,B,Z,BZ,ARIMA
1155,IA324520,723.0,10.79,7.87,0.73,67,0.0,Fast Moving,0.000763532164589,91.02292952259828,B,Y,BY,ARIMA
1155,2224691947,723.0,10.79,23.1,2.14,14,0.79,Slow Moving,0.000763532164589,91.02369305476287,B,Z,BZ,ARIMA
1110,IA341010,723.0,10.79,6.75,0.63,67,0.0,Fast Moving,0.000763532164589,91.02445658692746,B,Y,BY,ARIMA
1155,ID312169,723.0,10.79,6.42,0.6,67,0.0,Fast Moving,0.000763532164589,91.02522011909204,B,Y,BY,ARIMA
1110,IC318199,723.0,10.79,6.75,0.63,66,0.01,Fast Moving,0.000763532164589,91.02598365125662,B,Y,BY,ARIMA
1110,ID500561,722.0,10.78,9.93,0.92,55,0.18,Fast Moving,0.0007624761035038,91.02674612736013,B,Y,BY,ARIMA
1153,ID341380,722.0,10.78,18.65,1.73,28,0.58,Fast Moving,0.0007624761035038,91.02750860346364,B,Z,BZ,ARIMA
1153,IA342802,722.0,10.78,7.87,0.73,67,0.0,Fast Moving,0.0007624761035038,91.02827107956712,B,Y,BY,ARIMA
1155,2224619694,722.0,10.78,21.22,1.97,20,0.7,Slow Moving,0.0007624761035038,91.02903355567064,B,Z,BZ,ARIMA
1155,ID371319,722.0,10.78,9.83,0.91,54,0.19,Fast Moving,0.0007624761035038,91.02979603177414,B,Y,BY,ARIMA
1153,ID371409,722.0,10.78,9.27,0.86,56,0.16,Fast Moving,0.0007624761035038,91.03055850787764,B,Y,BY,ARIMA
1153,ID323246,722.0,10.78,24.12,2.24,63,0.06,Fast Moving,0.0007624761035038,91.03132098398116,B,Z,BZ,ARIMA
1110,IM301519,722.0,10.78,25.21,2.34,21,0.69,Slow Moving,0.0007624761035038,91.03208346008464,B,Z,BZ,ARIMA
1110,IA327405,721.0,10.76,7.04,0.65,66,0.01,Fast Moving,0.0007614200424187,91.03284488012709,B,Y,BY,ARIMA
1110,ID315278,721.0,10.76,7.96,0.74,64,0.04,Fast Moving,0.0007614200424187,91.0336063001695,B,Y,BY,ARIMA
1110,2224063050,721.0,10.76,23.08,2.14,34,0.49,Fast Moving,0.0007614200424187,91.03436772021192,B,Z,BZ,ARIMA
1155,IB999792,721.0,10.76,10.22,0.95,57,0.15,Fast Moving,0.0007614200424187,91.03512914025434,B,Y,BY,ARIMA
1155,MC130759,721.0,10.76,9.22,0.86,67,0.0,Fast Moving,0.0007614200424187,91.03589056029676,B,Y,BY,ARIMA
1110,ID332677,721.0,10.76,9.61,0.89,62,0.07,Fast Moving,0.0007614200424187,91.0366519803392,B,Y,BY,ARIMA
1110,IC802026,721.0,10.76,11.82,1.1,54,0.19,Fast Moving,0.0007614200424187,91.0374134003816,B,Z,BZ,ARIMA
1155,IA330007,721.0,10.76,9.17,0.85,63,0.06,Fast Moving,0.0007614200424187,91.03817482042405,B,Y,BY,ARIMA
1153,ID350141,721.0,10.76,22.39,2.08,64,0.04,Fast Moving,0.0007614200424187,91.03893624046646,B,Z,BZ,ARIMA
1110,23613508,720.0,10.75,87.3,8.12,1,0.99,Intermittent,0.0007603639813335,91.03969660444778,B,Z,BZ,ARIMA
1152,MS200166,720.0,10.75,22.21,2.07,20,0.7,Slow Moving,0.0007603639813335,91.04045696842913,B,Z,BZ,ARIMA
1110,23613502,720.0,10.75,87.3,8.12,1,0.99,Intermittent,0.0007603639813335,91.04121733241044,B,Z,BZ,ARIMA
1110,23613511,720.0,10.75,87.3,8.12,1,0.99,Intermittent,0.0007603639813335,91.04197769639175,B,Z,BZ,ARIMA
1110,ID312054,720.0,10.75,7.61,0.71,65,0.03,Fast Moving,0.0007603639813335,91.0427380603731,B,Y,BY,ARIMA
1110,MH007010,720.0,10.75,18.71,1.74,24,0.64,Fast Moving,0.0007603639813335,91.04349842435442,B,Z,BZ,ARIMA
1155,ID603321,720.0,10.75,10.65,0.99,51,0.24,Fast Moving,0.0007603639813335,91.04425878833575,B,Y,BY,ARIMA
1155,IE890190,720.0,10.75,28.77,2.68,20,0.7,Slow Moving,0.0007603639813335,91.04501915231708,B,Z,BZ,ARIMA
1152,MF104896,720.0,10.75,13.96,1.3,36,0.46,Fast Moving,0.0007603639813335,91.0457795162984,B,Z,BZ,ARIMA
1153,ID343472,720.0,10.75,12.3,1.14,59,0.12,Fast Moving,0.0007603639813335,91.04653988027974,B,Z,BZ,ARIMA
1153,MB163621,720.0,10.75,8.84,0.82,62,0.07,Fast Moving,0.0007603639813335,91.04730024426108,B,Y,BY,ARIMA
1110,IA202682,720.0,10.75,23.52,2.19,30,0.55,Fast Moving,0.0007603639813335,91.0480606082424,B,Z,BZ,ARIMA
1153,IA339616,720.0,10.75,5.58,0.52,67,0.0,Fast Moving,0.0007603639813335,91.04882097222372,B,Y,BY,ARIMA
1152,ID379502,720.0,10.75,10.84,1.01,54,0.19,Fast Moving,0.0007603639813335,91.04958133620504,B,Z,BZ,ARIMA
1155,ID802451,720.0,10.75,35.96,3.35,12,0.82,Slow Moving,0.0007603639813335,91.05034170018638,B,Z,BZ,ARIMA
1110,23613503,720.0,10.75,87.3,8.12,1,0.99,Intermittent,0.0007603639813335,91.05110206416772,B,Z,BZ,ARIMA
1110,ID344627,720.0,10.75,16.19,1.51,31,0.54,Fast Moving,0.0007603639813335,91.05186242814904,B,Z,BZ,ARIMA
1152,2200976042,720.0,10.75,16.69,1.55,27,0.6,Fast Moving,0.0007603639813335,91.05262279213036,B,Z,BZ,ARIMA
1110,23613510,720.0,10.75,87.3,8.12,1,0.99,Intermittent,0.0007603639813335,91.05338315611168,B,Z,BZ,ARIMA
1153,IA321439,720.0,10.75,24.99,2.33,25,0.63,Fast Moving,0.0007603639813335,91.05414352009302,B,Z,BZ,ARIMA
1110,IA226579,719.0,10.73,21.14,1.97,56,0.16,Fast Moving,0.0007593079202483,91.05490282801328,B,Z,BZ,ARIMA
1152,2221492627,719.0,10.73,11.23,1.05,65,0.03,Fast Moving,0.0007593079202483,91.05566213593352,B,Z,BZ,ARIMA
1152,ID329288,719.0,10.73,12.01,1.12,55,0.18,Fast Moving,0.0007593079202483,91.05642144385376,B,Z,BZ,ARIMA
1153,ID205446,719.0,10.73,7.93,0.74,63,0.06,Fast Moving,0.0007593079202483,91.057180751774,B,Y,BY,ARIMA
1153,IB003856,718.0,10.72,9.27,0.87,64,0.04,Fast Moving,0.0007582518591631,91.05793900363318,B,Y,BY,ARIMA
1153,ID205415,718.0,10.72,8.58,0.8,64,0.04,Fast Moving,0.0007582518591631,91.05869725549236,B,Y,BY,ARIMA
1153,IC523835,718.0,10.72,15.07,1.41,33,0.51,Fast Moving,0.0007582518591631,91.05945550735152,B,Z,BZ,ARIMA
1155,IA209036,718.0,10.72,11.13,1.04,51,0.24,Fast Moving,0.0007582518591631,91.06021375921068,B,Z,BZ,ARIMA
1155,IC351717,718.0,10.72,22.9,2.14,42,0.37,Fast Moving,0.0007582518591631,91.06097201106984,B,Z,BZ,ARIMA
1153,ID343736,718.0,10.72,6.66,0.62,67,0.0,Fast Moving,0.0007582518591631,91.06173026292902,B,Y,BY,ARIMA
1153,ME601289,718.0,10.72,4.99,0.47,67,0.0,Fast Moving,0.0007582518591631,91.0624885147882,B,X,BX,Holt
1152,ID370577,718.0,10.72,11.24,1.05,59,0.12,Fast Moving,0.0007582518591631,91.06324676664735,B,Z,BZ,ARIMA
1155,IA343258,718.0,10.72,5.46,0.51,66,0.01,Fast Moving,0.0007582518591631,91.06400501850652,B,Y,BY,ARIMA
1110,IA309129,718.0,10.72,15.45,1.44,57,0.15,Fast Moving,0.0007582518591631,91.06476327036567,B,Z,BZ,ARIMA
1110,ID357543,718.0,10.72,20.93,1.95,44,0.34,Fast Moving,0.0007582518591631,91.06552152222486,B,Z,BZ,ARIMA
1155,IA234516,717.0,10.7,8.1,0.76,65,0.03,Fast Moving,0.0007571957980779,91.06627871802291,B,Y,BY,ARIMA
1155,IA346978,717.0,10.7,4.79,0.45,67,0.0,Fast Moving,0.0007571957980779,91.067035913821,B,X,BX,Holt
1152,IA211192,717.0,10.7,7.97,0.74,60,0.1,Fast Moving,0.0007571957980779,91.06779310961907,B,Y,BY,ARIMA
1155,IM301148,717.0,10.7,9.53,0.89,58,0.13,Fast Moving,0.0007571957980779,91.06855030541716,B,Y,BY,ARIMA
1152,IA307669,717.0,10.7,9.83,0.92,66,0.01,Fast Moving,0.0007571957980779,91.06930750121522,B,Y,BY,ARIMA
1110,ID319829,717.0,10.7,15.93,1.49,65,0.03,Fast Moving,0.0007571957980779,91.0700646970133,B,Z,BZ,ARIMA
1152,2224691947,717.0,10.7,22.71,2.12,14,0.79,Slow Moving,0.0007571957980779,91.07082189281137,B,Z,BZ,ARIMA
1152,IA210982,717.0,10.7,10.31,0.96,66,0.01,Fast Moving,0.0007571957980779,91.07157908860944,B,Y,BY,ARIMA
1155,IE320304,717.0,10.7,6.01,0.56,66,0.01,Fast Moving,0.0007571957980779,91.07233628440753,B,Y,BY,ARIMA
1155,ID367739,717.0,10.7,8.09,0.76,63,0.06,Fast Moving,0.0007571957980779,91.0730934802056,B,Y,BY,ARIMA
1153,ID328518,717.0,10.7,10.25,0.96,60,0.1,Fast Moving,0.0007571957980779,91.07385067600366,B,Y,BY,ARIMA
1110,2200975192,717.0,10.7,14.08,1.32,51,0.24,Fast Moving,0.0007571957980779,91.07460787180172,B,Z,BZ,ARIMA
1153,IA356117,716.0,10.69,8.24,0.77,59,0.12,Fast Moving,0.0007561397369927,91.07536401153872,B,Y,BY,ARIMA
1110,IE302324,716.0,10.69,6.33,0.59,67,0.0,Fast Moving,0.0007561397369927,91.07612015127572,B,Y,BY,ARIMA
1155,IM301204,716.0,10.69,28.54,2.67,44,0.34,Fast Moving,0.0007561397369927,91.07687629101272,B,Z,BZ,ARIMA
1152,IC801021,716.0,10.69,16.47,1.54,47,0.3,Fast Moving,0.0007561397369927,91.0776324307497,B,Z,BZ,ARIMA
1110,2223339676,716.0,10.69,18.75,1.75,40,0.4,Fast Moving,0.0007561397369927,91.0783885704867,B,Z,BZ,ARIMA
1153,IC320358,716.0,10.69,7.43,0.7,65,0.03,Fast Moving,0.0007561397369927,91.07914471022367,B,Y,BY,ARIMA
1155,IA344273,716.0,10.69,5.48,0.51,66,0.01,Fast Moving,0.0007561397369927,91.07990084996068,B,Y,BY,ARIMA
1153,2223475303,716.0,10.69,15.48,1.45,32,0.52,Fast Moving,0.0007561397369927,91.08065698969769,B,Z,BZ,ARIMA
1153,ID313220,716.0,10.69,8.04,0.75,67,0.0,Fast Moving,0.0007561397369927,91.08141312943468,B,Y,BY,ARIMA
1152,MF198032,716.0,10.69,19.57,1.83,24,0.64,Fast Moving,0.0007561397369927,91.08216926917166,B,Z,BZ,ARIMA
1110,ID208875,716.0,10.69,7.08,0.66,64,0.04,Fast Moving,0.0007561397369927,91.08292540890864,B,Y,BY,ARIMA
1110,IC803387,716.0,10.69,13.25,1.24,48,0.28,Fast Moving,0.0007561397369927,91.08368154864564,B,Z,BZ,ARIMA
1155,ID332015,715.0,10.67,15.68,1.47,36,0.46,Fast Moving,0.0007550836759075,91.08443663232156,B,Z,BZ,ARIMA
1152,IC350005,715.0,10.67,15.33,1.44,43,0.36,Fast Moving,0.0007550836759075,91.08519171599748,B,Z,BZ,ARIMA
1155,ID333715,715.0,10.67,4.83,0.45,67,0.0,Fast Moving,0.0007550836759075,91.08594679967338,B,X,BX,Holt
1155,IA333303,715.0,10.67,15.23,1.43,45,0.33,Fast Moving,0.0007550836759075,91.08670188334928,B,Z,BZ,ARIMA
1110,IE323206,715.0,10.67,10.7,1.0,63,0.06,Fast Moving,0.0007550836759075,91.0874569670252,B,Y,BY,ARIMA
1110,ID362154,715.0,10.67,10.06,0.94,63,0.06,Fast Moving,0.0007550836759075,91.08821205070112,B,Y,BY,ARIMA
1155,IA306322,715.0,10.67,6.67,0.62,67,0.0,Fast Moving,0.0007550836759075,91.08896713437704,B,Y,BY,ARIMA
1110,IA355490,715.0,10.67,18.86,1.77,20,0.7,Slow Moving,0.0007550836759075,91.08972221805294,B,Z,BZ,ARIMA
1152,IA308346,715.0,10.67,8.77,0.82,60,0.1,Fast Moving,0.0007550836759075,91.09047730172884,B,Y,BY,ARIMA
