Warehouse,Part_No,Total_Demand,Avg_Demand,Std_Demand,CV,Non_Zero_Months,Intermittency_Rate,Demand_Class
1153,ID349721,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1153,ID350032,25.0,0.37,0.81,2.16,15,0.78,Slow Moving
1153,ID351788,6.0,0.09,0.29,3.19,6,0.91,Slow Moving
1153,ID353666,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,ID354285,127.0,1.9,3.02,1.59,29,0.57,Fast Moving
1153,ID354342,2.0,0.03,0.24,8.12,1,0.99,Intermittent
1153,ID356549,7.0,0.1,0.52,5.0,4,0.94,Intermittent
1153,ID357576,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1153,ID360530,52.0,0.78,1.35,1.74,26,0.61,Fast Moving
1153,ID360644,10.0,0.15,0.4,2.65,9,0.87,Slow Moving
1153,ID362415,9.0,0.13,0.42,3.12,7,0.9,Slow Moving
1153,ID362427,22.0,0.33,2.43,7.41,2,0.97,Intermittent
1153,ID363712,7.0,0.1,0.35,3.36,6,0.91,Slow Moving
1153,ID367875,8.0,0.12,0.47,3.97,5,0.93,Intermittent
1153,ID368127,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,ID368795,12.0,0.18,0.9,5.01,3,0.96,Intermittent
1153,ID371492,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,ID374206,15.0,0.22,0.57,2.54,11,0.84,Slow Moving
1153,ID374207,20.0,0.3,1.28,4.29,8,0.88,Slow Moving
1153,ID375961,20.0,0.3,0.65,2.17,14,0.79,Slow Moving
1153,ID376087,9.0,0.13,0.45,3.38,7,0.9,Slow Moving
1153,ID377162,6.0,0.09,0.33,3.73,5,0.93,Intermittent
1153,ID377207,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,ID377208,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,ID377264,4.0,0.06,0.24,3.97,4,0.94,Intermittent
1153,ID377351,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1153,ID377352,12.0,0.18,0.67,3.73,6,0.91,Slow Moving
1153,ID377356,110.0,1.64,3.25,1.98,23,0.66,Slow Moving
1153,ID377567,5.0,0.07,0.31,4.21,4,0.94,Intermittent
1153,ID377589,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,ID378934,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,ID379569,7.0,0.1,0.31,2.93,7,0.9,Slow Moving
1153,ID380994,9.0,0.13,0.49,3.61,6,0.91,Slow Moving
1153,ID381524,39.0,0.58,1.17,2.02,19,0.72,Slow Moving
1153,ID5000013,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1153,ID5000024,5.0,0.07,0.26,3.52,5,0.93,Intermittent
1153,ID500554,46.0,0.69,1.14,1.65,20,0.7,Slow Moving
1153,ID500556,8.0,0.12,0.56,4.69,4,0.94,Intermittent
1153,ID500560,49.0,0.73,1.78,2.44,14,0.79,Slow Moving
1153,ID600354,340.0,5.07,9.11,1.79,33,0.51,Fast Moving
1153,ID600359,9.0,0.13,0.38,2.85,8,0.88,Slow Moving
1153,ID600946,6.0,0.09,0.33,3.73,5,0.93,Intermittent
1153,ID601175,4.0,0.06,0.24,3.97,4,0.94,Intermittent
1153,ID601250,1046.0,15.61,26.51,1.7,28,0.58,Fast Moving
1153,ID602179,37.0,0.55,1.08,1.96,20,0.7,Slow Moving
1153,ID602585,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,ID604076,3.0,0.04,0.27,6.02,2,0.97,Intermittent
1153,ID606093,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1153,ID607511,32.0,0.48,1.03,2.15,17,0.75,Slow Moving
1153,ID609973,27.0,0.4,1.17,2.91,12,0.82,Slow Moving
1153,ID610134,67.0,1.0,1.79,1.79,28,0.58,Fast Moving
1153,ID610140,58.0,0.87,1.88,2.17,22,0.67,Slow Moving
1153,ID610143,86.0,1.28,1.84,1.44,30,0.55,Fast Moving
1153,ID610174,15.0,0.22,0.54,2.42,11,0.84,Slow Moving
1153,ID610175,20.0,0.3,0.6,2.01,15,0.78,Slow Moving
1153,ID610561,12.0,0.18,0.6,3.33,7,0.9,Slow Moving
1153,ID610567,122.0,1.82,2.5,1.37,33,0.51,Fast Moving
1153,ID610570,12.0,0.18,0.49,2.72,9,0.87,Slow Moving
1153,ID610761,1394.0,20.81,29.55,1.42,36,0.46,Fast Moving
1153,ID614111,59.0,0.88,1.36,1.54,27,0.6,Fast Moving
1153,ID616472,20.0,0.3,0.6,2.01,15,0.78,Slow Moving
1153,ID616810,10.0,0.15,0.4,2.65,9,0.87,Slow Moving
1153,ID616983,70.0,1.04,1.47,1.41,28,0.58,Fast Moving
1153,ID619470,10.0,0.15,0.4,2.65,9,0.87,Slow Moving
1153,ID620898,66.0,0.99,1.69,1.71,28,0.58,Fast Moving
1153,IE319653,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE321626,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE324873,14.0,0.21,0.76,3.65,7,0.9,Slow Moving
1153,IE328343,8.0,0.12,0.41,3.4,6,0.91,Slow Moving
1153,IE329096,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE330671,19.0,0.28,0.96,3.38,8,0.88,Slow Moving
1153,IE332325,6.0,0.09,0.29,3.19,6,0.91,Slow Moving
1153,IE333453,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,IE452220,36.0,0.54,0.85,1.59,23,0.66,Slow Moving
1153,IE452379,147.0,2.19,3.04,1.38,31,0.54,Fast Moving
1153,IE453558,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1153,IE454155,32.0,0.48,1.0,2.09,17,0.75,Slow Moving
1153,IE455524,166.0,2.48,3.52,1.42,32,0.52,Fast Moving
1153,IE458169,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IF800375,21.0,0.31,1.72,5.49,7,0.9,Slow Moving
1153,IG300516,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IG300803,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IH007031,145.0,2.16,2.55,1.18,35,0.48,Fast Moving
1153,IH301128,25.0,0.37,0.73,1.96,16,0.76,Slow Moving
1153,IH301199,23.0,0.34,1.73,5.05,3,0.96,Intermittent
1153,IM300959,95.0,1.42,1.81,1.27,33,0.51,Fast Moving
1153,IM301029,108.0,1.61,3.54,2.2,21,0.69,Slow Moving
1153,IM301175,509.0,7.6,15.68,2.06,30,0.55,Fast Moving
1153,IM301176,91.0,1.36,2.63,1.94,25,0.63,Fast Moving
1153,IP302339,9.0,0.13,0.45,3.38,7,0.9,Slow Moving
1153,IP312542,4.0,0.06,0.49,8.12,1,0.99,Intermittent
1153,IU303740,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,IU309491,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,IU335567,4.0,0.06,0.34,5.7,2,0.97,Intermittent
1153,IU346359,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1153,IU392072,8.0,0.12,0.44,3.7,5,0.93,Intermittent
1153,IU399854,6.0,0.09,0.73,8.12,1,0.99,Intermittent
1153,IU454231,5.0,0.07,0.36,4.81,3,0.96,Intermittent
1153,IU457936,8.0,0.12,0.37,3.08,7,0.9,Slow Moving
1153,IU482908,52.0,0.78,1.09,1.4,28,0.58,Fast Moving
1153,ME013832,16.0,0.24,0.95,3.97,4,0.94,Intermittent
1153,MF472404,283.0,4.22,9.63,2.28,16,0.76,Slow Moving
1153,CT2022CW,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,CT2266CW,7.0,0.1,0.35,3.36,6,0.91,Slow Moving
1153,CT6078,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,FR1150,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IA205260,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IA205262,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IA305388,9.0,0.13,0.54,4.05,6,0.91,Slow Moving
1153,IA307102PR,9.0,0.13,0.57,4.25,5,0.93,Intermittent
1153,IA322978,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IA322979,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IA342254,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,IA342259,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,IA344370,6.0,0.09,0.41,4.62,4,0.94,Intermittent
1153,IA344412,6.0,0.09,0.41,4.62,4,0.94,Intermittent
1153,IA345551,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IA346470,123.0,1.84,4.97,2.71,17,0.75,Slow Moving
1153,IA346608,6.0,0.09,0.54,6.02,2,0.97,Intermittent
1153,IA347088,9.0,0.13,0.49,3.61,6,0.91,Slow Moving
1153,IA347450,6.0,0.09,0.41,4.62,4,0.94,Intermittent
1153,IA348083,8.0,0.12,0.53,4.47,5,0.93,Intermittent
1153,IA350130,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IA350497,19.0,0.28,0.66,2.34,13,0.81,Slow Moving
1153,IA353967,4.0,0.06,0.29,4.91,3,0.96,Intermittent
1153,IA354412,20.0,0.3,0.65,2.17,14,0.79,Slow Moving
1153,IA354594,4.0,0.06,0.29,4.91,3,0.96,Intermittent
1153,IA354595,6.0,0.09,0.29,3.19,6,0.91,Slow Moving
1153,IA355490,1122.0,16.75,21.96,1.31,29,0.57,Fast Moving
1153,IA356989,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1153,IA357331,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IA450495,30.0,0.45,1.11,2.48,15,0.78,Slow Moving
1153,IA451125,4.0,0.06,0.24,3.97,4,0.94,Intermittent
1153,IA451154,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IA452547,9.0,0.13,0.49,3.61,6,0.91,Slow Moving
1153,IA452549,34.0,0.51,1.08,2.14,18,0.73,Slow Moving
1153,IA452550,32.0,0.48,1.07,2.24,17,0.75,Slow Moving
1153,IA453666,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IA453674,4.0,0.06,0.38,6.39,2,0.97,Intermittent
1153,IA453678,3.0,0.04,0.27,6.02,2,0.97,Intermittent
1153,IA453681,2.0,0.03,0.24,8.12,1,0.99,Intermittent
1153,IA454344,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,IA454346,8.0,0.12,0.74,6.23,3,0.96,Intermittent
1153,IA455378,4273.0,63.78,122.15,1.92,32,0.52,Fast Moving
1153,IA455379,25.0,0.37,0.77,2.06,17,0.75,Slow Moving
1153,IA800161,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IA801934,2.0,0.03,0.24,8.12,1,0.99,Intermittent
1153,IA803621,3.0,0.04,0.27,6.02,2,0.97,Intermittent
1153,IB002181,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IB301607,3.0,0.04,0.36,8.12,1,0.99,Intermittent
1153,IB312008PR,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IB318747,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,IC318799,13.0,0.19,0.76,3.91,5,0.93,Intermittent
1153,IC318986,18.0,0.27,1.29,4.79,5,0.93,Intermittent
1153,IC319048,69.0,1.03,5.43,5.28,6,0.91,Slow Moving
1153,IC321860,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,IC332910,9.0,0.13,0.54,4.05,4,0.94,Intermittent
1153,IC340461,7.0,0.1,0.43,4.1,5,0.93,Intermittent
1153,IC347164,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IC347165,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IC347375,5.0,0.07,0.43,5.82,2,0.97,Intermittent
1153,IC349258,15.0,0.22,0.71,3.17,8,0.88,Slow Moving
1153,IC352594,3.0,0.04,0.27,6.02,2,0.97,Intermittent
1153,IC353837,40.0,0.6,2.1,3.51,11,0.84,Slow Moving
1153,IC355840,7.0,0.1,0.46,4.42,4,0.94,Intermittent
1153,IC361447,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IC364365,8.0,0.12,0.5,4.22,4,0.94,Intermittent
1153,IC364368,25.0,0.37,1.29,3.46,7,0.9,Slow Moving
1153,IC364369,5.0,0.07,0.36,4.81,3,0.96,Intermittent
1153,IC364370,22.0,0.33,1.01,3.09,10,0.85,Slow Moving
1153,IC364374,2.0,0.03,0.24,8.12,1,0.99,Intermittent
1153,IC364376,36.0,0.54,2.35,4.38,7,0.9,Slow Moving
1153,IC364385,38.0,0.57,1.21,2.14,15,0.78,Slow Moving
1153,IC370388,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1153,IC373615,6.0,0.09,0.33,3.73,5,0.93,Intermittent
1153,IC376640,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IC383286,32.0,0.48,0.82,1.71,22,0.67,Slow Moving
1153,IC385106,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IC388233,46.0,0.69,1.21,1.77,22,0.67,Slow Moving
1153,IC390302,33.0,0.49,1.01,2.06,17,0.75,Slow Moving
1153,IC390304,25.0,0.37,0.75,2.01,16,0.76,Slow Moving
1153,IC390793,7.0,0.1,0.35,3.36,6,0.91,Slow Moving
1153,IC392798,82.0,1.22,4.14,3.38,11,0.84,Slow Moving
1153,IC393131,51.0,0.76,1.32,1.73,23,0.66,Slow Moving
1153,IC396589,6.0,0.09,0.33,3.73,5,0.93,Intermittent
1153,IC399990,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,IC399992,2.0,0.03,0.24,8.12,1,0.99,Intermittent
1153,IC400158,50.0,0.75,3.49,4.67,10,0.85,Slow Moving
1153,IC406614,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,IC408311,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IC411114,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,IC411332,6.0,0.09,0.54,6.02,2,0.97,Intermittent
1153,IC411884,34.0,0.51,0.94,1.85,21,0.69,Slow Moving
1153,IC415814,9.0,0.13,0.34,2.54,9,0.87,Slow Moving
1153,IC415815,12.0,0.18,0.42,2.35,11,0.84,Slow Moving
1153,IC415912,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IC416721,6.0,0.09,0.33,3.73,5,0.93,Intermittent
1153,IC417597,45.0,0.67,1.34,2.0,16,0.76,Slow Moving
1153,IC417953,245.0,3.66,5.67,1.55,31,0.54,Fast Moving
1153,IC418501,4.0,0.06,0.34,5.7,2,0.97,Intermittent
1153,IC420537,9.0,0.13,0.6,4.44,4,0.94,Intermittent
1153,IC420553,6.0,0.09,0.62,6.88,2,0.97,Intermittent
1153,IC420629,326.0,4.87,11.59,2.38,20,0.7,Slow Moving
1153,IC420642,77.0,1.15,5.05,4.39,4,0.94,Intermittent
1153,IC421037,11.0,0.16,0.54,3.26,7,0.9,Slow Moving
1153,IC421043,4.0,0.06,0.24,3.97,4,0.94,Intermittent
1153,IC450225,2.0,0.03,0.24,8.12,1,0.99,Intermittent
1153,IC501072,65.0,0.97,1.35,1.39,29,0.57,Fast Moving
1153,IC501073,66.0,0.99,1.55,1.57,26,0.61,Fast Moving
1153,IC501074,47.0,0.7,1.08,1.54,25,0.63,Fast Moving
1153,IC501426,567.0,8.46,18.63,2.2,22,0.67,Slow Moving
1153,IC502363,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IC506360,4.0,0.06,0.29,4.91,3,0.96,Intermittent
1153,IC507869,12.0,0.18,0.57,3.19,7,0.9,Slow Moving
1153,IC511135,2.0,0.03,0.24,8.12,1,0.99,Intermittent
1153,IC511234,5.0,0.07,0.36,4.81,3,0.96,Intermittent
1153,IC513275,32.0,0.48,2.15,4.51,6,0.91,Slow Moving
1153,IC513277,185.0,2.76,9.21,3.33,13,0.81,Slow Moving
1153,IC513278,62.0,0.93,3.88,4.19,10,0.85,Slow Moving
1153,IC513279,24.0,0.36,1.89,5.28,3,0.96,Intermittent
1153,IC513281,15.0,0.22,0.88,3.92,5,0.93,Intermittent
1153,IC513301,20.0,0.3,1.15,3.84,6,0.91,Slow Moving
1153,IC513331,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IC513332,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IC513343,4.0,0.06,0.24,3.97,4,0.94,Intermittent
1153,IC513377,11.0,0.16,0.51,3.09,7,0.9,Slow Moving
1153,IC513761,21.0,0.31,0.98,3.13,9,0.87,Slow Moving
1153,IC515887,82.0,1.22,2.17,1.77,28,0.58,Fast Moving
1153,IC516163,55.0,0.82,2.09,2.55,14,0.79,Slow Moving
1153,IC516164,33.0,0.49,2.98,6.05,4,0.94,Intermittent
1153,IC516413,168.0,2.51,9.69,3.86,13,0.81,Slow Moving
1153,IC516504,17.0,0.25,1.0,3.93,6,0.91,Slow Moving
1153,IC516506,162.0,2.42,8.26,3.41,16,0.76,Slow Moving
1153,IC521036,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,IC521657,123.0,1.84,6.47,3.52,13,0.81,Slow Moving
1153,IC521807,2.0,0.03,0.24,8.12,1,0.99,Intermittent
1153,IC526546,13.0,0.19,1.24,6.37,3,0.96,Intermittent
1153,IC527139,11.0,0.16,0.41,2.49,10,0.85,Slow Moving
1153,IC535354,188.0,2.81,7.9,2.81,15,0.78,Slow Moving
1153,IC535355,118.0,1.76,4.15,2.35,15,0.78,Slow Moving
1153,IC539756,11.0,0.16,0.44,2.7,9,0.87,Slow Moving
1153,IC890721,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IC891685,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,ID209615,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,ID300841,368.0,5.49,16.51,3.01,33,0.51,Fast Moving
1153,ID305193,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,ID305346,8.0,0.12,0.47,3.97,5,0.93,Intermittent
1153,ID306959,2.0,0.03,0.24,8.12,1,0.99,Intermittent
1153,ID317023,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,ID317743,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,ID317835,11.0,0.16,0.51,3.09,8,0.88,Slow Moving
1153,ID323840,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,ID324361,22.0,0.33,1.01,3.09,11,0.84,Slow Moving
1153,ID325042,7.0,0.1,0.55,5.26,3,0.96,Intermittent
1153,ID332038,12.0,0.18,0.38,2.14,12,0.82,Slow Moving
1153,ID344085,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,ID347009,9.0,0.13,0.38,2.85,8,0.88,Slow Moving
1153,ID349998,18.0,0.27,0.61,2.28,13,0.81,Slow Moving
1153,ID349999,21.0,0.31,0.7,2.22,14,0.79,Slow Moving
1153,ID350000,32.0,0.48,0.92,1.93,19,0.72,Slow Moving
1153,ID350001,20.0,0.3,0.71,2.39,13,0.81,Slow Moving
1153,ID350004,22.0,0.33,0.63,1.93,17,0.75,Slow Moving
1153,ID350006,36.0,0.54,0.89,1.65,22,0.67,Slow Moving
1153,ID350009,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,ID350010,8.0,0.12,0.37,3.08,7,0.9,Slow Moving
1153,ID350011,18.0,0.27,0.68,2.54,12,0.82,Slow Moving
1153,ID353175,26.0,0.39,1.37,3.53,6,0.91,Slow Moving
1153,ID354208,5.0,0.07,0.36,4.81,3,0.96,Intermittent
1153,ID357267,11.0,0.16,0.41,2.49,10,0.85,Slow Moving
1153,ID359749,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1153,ID365056,15.0,0.22,0.64,2.87,9,0.87,Slow Moving
1153,ID368325,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1153,ID371727,21.0,0.31,2.43,7.74,2,0.97,Intermittent
1153,ID376307,54.0,0.81,1.17,1.46,27,0.6,Fast Moving
1153,ID376310,6.0,0.09,0.33,3.73,5,0.93,Intermittent
1153,ID376962,8.0,0.12,0.44,3.7,6,0.91,Slow Moving
1153,ID377635,9.0,0.13,0.34,2.54,9,0.87,Slow Moving
1153,ID379417,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,ID379762,10.0,0.15,0.4,2.65,9,0.87,Slow Moving
1153,ID500557,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,ID503468,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,ID600081,55.0,0.82,1.94,2.36,12,0.82,Slow Moving
1153,ID600164,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,ID600344,88.0,1.31,1.82,1.39,32,0.52,Fast Moving
1153,ID600413,17.0,0.25,1.14,4.48,8,0.88,Slow Moving
1153,ID600414,17.0,0.25,1.26,4.97,6,0.91,Slow Moving
1153,ID601913,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,ID602542,25.0,0.37,0.67,1.78,19,0.72,Slow Moving
1153,ID602688,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1153,ID603227,76.0,1.13,3.76,3.31,20,0.7,Slow Moving
1153,ID603542,5.0,0.07,0.26,3.52,5,0.93,Intermittent
1153,ID604510,35.0,0.52,0.82,1.56,24,0.64,Fast Moving
1153,ID607365,15.0,0.22,1.24,5.56,5,0.93,Intermittent
1153,ID607882,30.0,0.45,0.78,1.74,20,0.7,Slow Moving
1153,ID609483,5.0,0.07,0.31,4.21,4,0.94,Intermittent
1153,ID616682,49.0,0.73,1.28,1.75,20,0.7,Slow Moving
1153,ID802017,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,ID802597,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE303098,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,IE310968,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,IE311138,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE311141,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE311225,39.0,0.58,3.57,6.13,5,0.93,Intermittent
1153,IE312089,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE314127,5.0,0.07,0.36,4.81,3,0.96,Intermittent
1153,IE314476,10.0,0.15,0.87,5.82,2,0.97,Intermittent
1153,IE315127,2.0,0.03,0.24,8.12,1,0.99,Intermittent
1153,IE315263,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,IE315631,17.0,0.25,0.72,2.84,9,0.87,Slow Moving
1153,IE315632,17.0,0.25,0.97,3.81,7,0.9,Slow Moving
1153,IE315893,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE317568,4.0,0.06,0.24,3.97,4,0.94,Intermittent
1153,IE317612,13.0,0.19,0.53,2.71,9,0.87,Slow Moving
1153,IE318913,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE320498,4.0,0.06,0.29,4.91,3,0.96,Intermittent
1153,IE320991,12.0,0.18,0.49,2.72,10,0.85,Slow Moving
1153,IE321008,4.0,0.06,0.29,4.91,3,0.96,Intermittent
1153,IE322039,79.0,1.18,2.89,2.45,22,0.67,Slow Moving
1153,IE323701,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE324159,15.0,0.22,0.73,3.26,8,0.88,Slow Moving
1153,IE325792,62.0,0.93,1.75,1.89,27,0.6,Fast Moving
1153,IE330525,5.0,0.07,0.26,3.52,5,0.93,Intermittent
1153,IE330791,5.0,0.07,0.26,3.52,5,0.93,Intermittent
1153,IE330818,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE331747,3.0,0.04,0.27,6.02,2,0.97,Intermittent
1153,IE332442,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,IE332505,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE332531,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE332552,6.0,0.09,0.54,6.02,2,0.97,Intermittent
1153,IE332695,8.0,0.12,0.44,3.7,5,0.93,Intermittent
1153,IE332953,3.0,0.04,0.27,6.02,2,0.97,Intermittent
1153,IE333463,6.0,0.09,0.54,6.02,2,0.97,Intermittent
1153,IE450066,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,IE450453,43.0,0.64,1.23,1.92,23,0.66,Slow Moving
1153,IE450519,5.0,0.07,0.31,4.21,4,0.94,Intermittent
1153,IE450800,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,IE450804,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE451207,144.0,2.15,4.35,2.03,25,0.63,Fast Moving
1153,IE451219,25.0,0.37,1.17,3.13,9,0.87,Slow Moving
1153,IE451264,3.0,0.04,0.27,6.02,2,0.97,Intermittent
1153,IE451269,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE451274,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE451282,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE451363,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE451365,8.0,0.12,0.5,4.22,4,0.94,Intermittent
1153,IE451366,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1153,IE451391,21.0,0.31,0.72,2.29,14,0.79,Slow Moving
1153,IE451419,3.0,0.04,0.27,6.02,2,0.97,Intermittent
1153,IE451420,9.0,0.13,0.49,3.61,5,0.93,Intermittent
1153,IE451421,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE451424,3.0,0.04,0.27,6.02,2,0.97,Intermittent
1153,IE451425,3.0,0.04,0.27,6.02,2,0.97,Intermittent
1153,IE451426,7.0,0.1,0.43,4.1,4,0.94,Intermittent
1153,IE451427,3.0,0.04,0.27,6.02,2,0.97,Intermittent
1153,IE451428,7.0,0.1,0.43,4.1,4,0.94,Intermittent
1153,IE451429,3.0,0.04,0.27,6.02,2,0.97,Intermittent
1153,IE451430,3.0,0.04,0.27,6.02,2,0.97,Intermittent
1153,IE451431,5.0,0.07,0.36,4.81,3,0.96,Intermittent
1153,IE451435,5.0,0.07,0.36,4.81,3,0.96,Intermittent
1153,IE451475,9.0,0.13,0.49,3.61,5,0.93,Intermittent
1153,IE451481,9.0,0.13,0.49,3.61,5,0.93,Intermittent
1153,IE451967,36.0,0.54,1.1,2.04,17,0.75,Slow Moving
1153,IE452731,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE453337,7.0,0.1,0.39,3.75,5,0.93,Intermittent
1153,IE453371,14.0,0.21,1.25,5.99,3,0.96,Intermittent
1153,IE453374,6.0,0.09,0.54,6.02,2,0.97,Intermittent
1153,IE454274,32.0,0.48,2.07,4.33,5,0.93,Intermittent
1153,IE454276,22.0,0.33,1.71,5.19,4,0.94,Intermittent
1153,IE454278,4.0,0.06,0.29,4.91,3,0.96,Intermittent
1153,IE454280,4.0,0.06,0.29,4.91,3,0.96,Intermittent
1153,IE454285,4.0,0.06,0.38,6.39,2,0.97,Intermittent
1153,IE454291,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE454293,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE454300,189.0,2.82,10.05,3.56,10,0.85,Slow Moving
1153,IE454313,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE454344,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE454345,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE454353,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE454357,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1153,IE455137,15.0,0.22,0.59,2.65,10,0.85,Slow Moving
1153,IE455905,76.0,1.13,1.79,1.57,29,0.57,Fast Moving
1153,IE456040,18.0,0.27,1.46,5.44,4,0.94,Intermittent
