Warehouse,Part_No,Total_Demand,Avg_Demand,Std_Demand,CV,Non_Zero_Months,Intermittency_Rate,Demand_Class
1152,IE301470,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE301748,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1152,IE301759,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE301760,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE301818,4.0,0.06,0.29,4.91,3,0.96,Intermittent
1152,IE301956,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE302040,155.0,2.31,2.75,1.19,42,0.37,Fast Moving
1152,IE302041,1051.0,15.69,13.65,0.87,63,0.06,Fast Moving
1152,IE302044,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE302066,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE302071,67.0,1.0,1.12,1.12,39,0.42,Fast Moving
1152,IE302086,429.0,6.4,5.29,0.83,62,0.07,Fast Moving
1152,IE302113,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE302114,5.0,0.07,0.36,4.81,3,0.96,Intermittent
1152,IE302127,4.0,0.06,0.29,4.91,3,0.96,Intermittent
1152,IE302181,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE302194,5.0,0.07,0.31,4.21,4,0.94,Intermittent
1152,IE302263,49.0,0.73,1.2,1.65,31,0.54,Fast Moving
1152,IE302281,4.0,0.06,0.49,8.12,1,0.99,Intermittent
1152,IE302282,90.0,1.34,1.89,1.41,32,0.52,Fast Moving
1152,IE302286,27.0,0.4,1.22,3.03,10,0.85,Slow Moving
1152,IE302288,6.0,0.09,0.33,3.73,5,0.93,Intermittent
1152,IE302290,4.0,0.06,0.29,4.91,3,0.96,Intermittent
1152,IE302307,15.0,0.22,0.71,3.17,8,0.88,Slow Moving
1152,IE302316,347.0,5.18,3.81,0.74,63,0.06,Fast Moving
1152,IE302324,81.0,1.21,1.32,1.09,44,0.34,Fast Moving
1152,IE302352,627.0,9.36,13.41,1.43,28,0.58,Fast Moving
1152,IE302355,2515.0,37.54,80.43,2.14,67,0.0,Fast Moving
1152,IE302356,1422.0,21.22,18.91,0.89,66,0.01,Fast Moving
1152,IE302357,3288.0,49.07,160.47,3.27,67,0.0,Fast Moving
1152,IE302372,3194.0,47.67,56.95,1.19,53,0.21,Fast Moving
1152,IE302373,19.0,0.28,0.57,2.0,15,0.78,Slow Moving
1152,IE302378,454.0,6.78,4.22,0.62,64,0.04,Fast Moving
1152,IE302391,176.0,2.63,4.35,1.66,33,0.51,Fast Moving
1152,IE302436,51.0,0.76,0.95,1.25,34,0.49,Fast Moving
1152,IE302439,18.0,0.27,0.51,1.88,16,0.76,Slow Moving
1152,IE302449,10.0,0.15,0.4,2.65,9,0.87,Slow Moving
1152,IE302452,238.0,3.55,3.29,0.93,56,0.16,Fast Moving
1152,IE302454,149.0,2.22,2.8,1.26,53,0.21,Fast Moving
1152,IE302458,2545.0,37.99,25.25,0.66,67,0.0,Fast Moving
1152,IE302460,1205.0,17.99,14.03,0.78,67,0.0,Fast Moving
1152,IE302465,1971.0,29.42,37.29,1.27,58,0.13,Fast Moving
1152,IE302468,447.0,6.67,4.87,0.73,64,0.04,Fast Moving
1152,IE302479,18.0,0.27,0.7,2.62,10,0.85,Slow Moving
1152,IE302486,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE302537,62.0,0.93,2.21,2.39,14,0.79,Slow Moving
1152,IE302581,17.0,0.25,0.47,1.85,16,0.76,Slow Moving
1152,IE302582,4.0,0.06,0.24,3.97,4,0.94,Intermittent
1152,IE302584,26.0,0.39,0.85,2.18,17,0.75,Slow Moving
1152,IE302592,274.0,4.09,3.66,0.89,59,0.12,Fast Moving
1152,IE302615,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE302619,16.0,0.24,1.15,4.8,6,0.91,Slow Moving
1152,IE302620,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE302621,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1152,IE302627,380.0,5.67,7.72,1.36,54,0.19,Fast Moving
1152,IE302628,32.0,0.48,1.06,2.21,19,0.72,Slow Moving
1152,IE302645,703.0,10.49,16.84,1.6,55,0.18,Fast Moving
1152,IE302665,176.0,2.63,4.24,1.61,50,0.25,Fast Moving
1152,IE302669,216.0,3.22,3.64,1.13,40,0.4,Fast Moving
1152,IE302671,4.0,0.06,0.24,3.97,4,0.94,Intermittent
1152,IE302672,11.0,0.16,1.22,7.41,2,0.97,Intermittent
1152,IE302694,42.0,0.63,2.79,4.44,4,0.94,Intermittent
1152,IE302724,46.0,0.69,1.33,1.94,23,0.66,Slow Moving
1152,IE302726,19.0,0.28,1.06,3.75,7,0.9,Slow Moving
1152,IE302727,88.0,1.31,1.71,1.3,41,0.39,Fast Moving
1152,IE302728,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE302729,1237.0,18.46,15.31,0.83,67,0.0,Fast Moving
1152,IE302732,2106.0,31.43,19.76,0.63,67,0.0,Fast Moving
1152,IE302735,1366.0,20.39,10.19,0.5,67,0.0,Fast Moving
1152,IE302738,4.0,0.06,0.34,5.7,2,0.97,Intermittent
1152,IE302739,23.0,0.34,1.92,5.59,4,0.94,Intermittent
1152,IE302741,766.0,11.43,8.35,0.73,65,0.03,Fast Moving
1152,IE302742,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE302759,111.0,1.66,1.74,1.05,46,0.31,Fast Moving
1152,IE302760,6.0,0.09,0.33,3.73,5,0.93,Intermittent
1152,IE302764,7.0,0.1,0.46,4.42,4,0.94,Intermittent
1152,IE302774,16.0,0.24,0.58,2.41,12,0.82,Slow Moving
1152,IE302799,455.0,6.79,5.35,0.79,64,0.04,Fast Moving
1152,IE302810,276.0,4.12,3.16,0.77,61,0.09,Fast Moving
1152,IE302811,297.0,4.43,3.52,0.79,59,0.12,Fast Moving
1152,IE302815,85.0,1.27,1.85,1.46,39,0.42,Fast Moving
1152,IE302820,65.0,0.97,1.28,1.32,35,0.48,Fast Moving
1152,IE302821,2026.0,30.24,29.62,0.98,67,0.0,Fast Moving
1152,IE302831,240.0,3.58,3.12,0.87,59,0.12,Fast Moving
1152,IE302832,369.0,5.51,4.63,0.84,61,0.09,Fast Moving
1152,IE302833,370.0,5.52,4.6,0.83,61,0.09,Fast Moving
1152,IE302835,274.0,4.09,3.42,0.84,65,0.03,Fast Moving
1152,IE302839,2716.0,40.54,34.7,0.86,67,0.0,Fast Moving
1152,IE302842,124.0,1.85,1.75,0.94,50,0.25,Fast Moving
1152,IE302843,13.0,0.19,0.83,4.29,4,0.94,Intermittent
1152,IE302845,70.0,1.04,1.73,1.66,29,0.57,Fast Moving
1152,IE302849,196.0,2.93,4.09,1.4,56,0.16,Fast Moving
1152,IE302851,86.0,1.28,1.9,1.48,36,0.46,Fast Moving
1152,IE302854,5416.0,80.84,60.4,0.75,67,0.0,Fast Moving
1152,IE302856,514.0,7.67,6.62,0.86,62,0.07,Fast Moving
1152,IE302863,406.0,6.06,6.61,1.09,56,0.16,Fast Moving
1152,IE302867,674.0,10.06,6.26,0.62,67,0.0,Fast Moving
1152,IE302872,1060.0,15.82,10.34,0.65,66,0.01,Fast Moving
1152,IE302873,6283.0,93.78,61.65,0.66,67,0.0,Fast Moving
1152,IE302882,328.0,4.9,3.33,0.68,63,0.06,Fast Moving
1152,IE302885,175.0,2.61,2.74,1.05,46,0.31,Fast Moving
1152,IE302886,116.0,1.73,2.05,1.18,42,0.37,Fast Moving
1152,IE302887,1198.0,17.88,35.85,2.0,38,0.43,Fast Moving
1152,IE302934,268.0,4.0,4.23,1.06,60,0.1,Fast Moving
1152,IE302935,254.0,3.79,7.7,2.03,54,0.19,Fast Moving
1152,IE302939,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE302943,88.0,1.31,2.0,1.52,38,0.43,Fast Moving
1152,IE302944,64.0,0.96,1.44,1.51,35,0.48,Fast Moving
1152,IE302945,275.0,4.1,3.55,0.86,63,0.06,Fast Moving
1152,IE302947,339.0,5.06,3.82,0.75,63,0.06,Fast Moving
1152,IE302973,9.0,0.13,0.6,4.44,4,0.94,Intermittent
1152,IE302992,1692.0,25.25,22.17,0.88,67,0.0,Fast Moving
1152,IE303015,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1152,IE303016,24.0,0.36,1.44,4.03,7,0.9,Slow Moving
1152,IE303019,311.0,4.64,4.45,0.96,62,0.07,Fast Moving
1152,IE303026,273.0,4.07,4.96,1.22,53,0.21,Fast Moving
1152,IE303058,48.0,0.72,1.56,2.18,23,0.66,Slow Moving
1152,IE303059,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1152,IE303066,11.0,0.16,0.41,2.49,10,0.85,Slow Moving
1152,IE303076,9.0,0.13,0.45,3.38,6,0.91,Slow Moving
1152,IE303084,24.0,0.36,0.71,1.97,17,0.75,Slow Moving
1152,IE303085,5.0,0.07,0.31,4.21,4,0.94,Intermittent
1152,IE303109,81.0,1.21,2.38,1.97,18,0.73,Slow Moving
1152,IE303123,152.0,2.27,2.95,1.3,40,0.4,Fast Moving
1152,IE303127,53.0,0.79,2.69,3.4,15,0.78,Slow Moving
1152,IE303132,127.0,1.9,3.86,2.03,23,0.66,Slow Moving
1152,IE303143,124.0,1.85,1.37,0.74,54,0.19,Fast Moving
1152,IE303144,126.0,1.88,1.71,0.91,50,0.25,Fast Moving
1152,IE303152,155.0,2.31,1.66,0.72,58,0.13,Fast Moving
1152,IE303158,32.0,0.48,0.65,1.37,26,0.61,Fast Moving
1152,IE303163,432.0,6.45,7.13,1.11,53,0.21,Fast Moving
1152,IE303164,61.0,0.91,2.06,2.27,26,0.61,Fast Moving
1152,IE303165,13.0,0.19,0.7,3.59,8,0.88,Slow Moving
1152,IE303180,120.0,1.79,1.74,0.97,48,0.28,Fast Moving
1152,IE303181,359.0,5.36,5.29,0.99,55,0.18,Fast Moving
1152,IE303183,112.0,1.67,5.12,3.06,25,0.63,Fast Moving
1152,IE303212,63.0,0.94,1.74,1.85,24,0.64,Fast Moving
1152,IE303213,81.0,1.21,2.42,2.0,26,0.61,Fast Moving
1152,IE310004,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE310023,77.0,1.15,1.31,1.14,42,0.37,Fast Moving
1152,IE310162,97.0,1.45,2.05,1.42,39,0.42,Fast Moving
1152,IE310168,15.0,0.22,0.83,3.69,8,0.88,Slow Moving
1152,IE310178,41.0,0.61,1.16,1.89,20,0.7,Slow Moving
1152,IE310180,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE310191,26.0,0.39,0.52,1.33,25,0.63,Fast Moving
1152,IE310207,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE310229,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1152,IE310239,4.0,0.06,0.24,3.97,4,0.94,Intermittent
1152,IE310243,334.0,4.99,5.44,1.09,48,0.28,Fast Moving
1152,IE310307,109.0,1.63,1.97,1.21,42,0.37,Fast Moving
1152,IE310405,55.0,0.82,2.65,3.23,16,0.76,Slow Moving
1152,IE310538,82.0,1.22,1.05,0.86,48,0.28,Fast Moving
1152,IE310539,161.0,2.4,2.13,0.89,58,0.13,Fast Moving
1152,IE310546,104.0,1.55,1.35,0.87,49,0.27,Fast Moving
1152,IE310547,33.0,0.49,1.06,2.14,20,0.7,Slow Moving
1152,IE310548,48.0,0.72,1.58,2.21,22,0.67,Slow Moving
1152,IE310565,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE310589,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE310596,47.0,0.7,1.25,1.78,26,0.61,Fast Moving
1152,IE310597,40.0,0.6,1.09,1.83,22,0.67,Slow Moving
1152,IE310605,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE310658,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE310666,4.0,0.06,0.24,3.97,4,0.94,Intermittent
1152,IE310685,43.0,0.64,1.09,1.7,27,0.6,Fast Moving
1152,IE310686,73.0,1.09,1.54,1.42,37,0.45,Fast Moving
1152,IE310739,12.0,0.18,0.42,2.35,11,0.84,Slow Moving
1152,IE310758,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE310780,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1152,IE310806,14.0,0.21,0.64,3.04,9,0.87,Slow Moving
1152,IE310851,90.0,1.34,2.76,2.05,26,0.61,Fast Moving
1152,IE310852,144.0,2.15,2.64,1.23,42,0.37,Fast Moving
1152,IE310853,99.0,1.48,2.49,1.68,31,0.54,Fast Moving
1152,IE310911,75.0,1.12,2.84,2.54,20,0.7,Slow Moving
1152,IE310971,11.0,0.16,0.59,3.58,6,0.91,Slow Moving
1152,IE310972,71.0,1.06,2.68,2.53,20,0.7,Slow Moving
1152,IE310994,1438.0,21.46,11.45,0.53,67,0.0,Fast Moving
1152,IE310995,1368.0,20.42,11.52,0.56,67,0.0,Fast Moving
1152,IE310996,399.0,5.96,4.9,0.82,64,0.04,Fast Moving
1152,IE310997,327.0,4.88,5.08,1.04,60,0.1,Fast Moving
1152,IE311016,95.0,1.42,1.69,1.19,39,0.42,Fast Moving
1152,IE311043,575.0,8.58,8.01,0.93,64,0.04,Fast Moving
1152,IE311044,34.0,0.51,0.97,1.91,19,0.72,Slow Moving
1152,IE311056,17.0,0.25,0.89,3.49,9,0.87,Slow Moving
1152,IE311058,4.0,0.06,0.29,4.91,3,0.96,Intermittent
1152,IE311059,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE311092,24.0,0.36,0.59,1.65,20,0.7,Slow Moving
1152,IE311110,137.0,2.04,1.73,0.85,52,0.22,Fast Moving
1152,IE311112,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE311117,5.0,0.07,0.26,3.52,5,0.93,Intermittent
1152,IE311119,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE311121,8.0,0.12,0.37,3.08,7,0.9,Slow Moving
1152,IE311148,37.0,0.55,2.54,4.6,8,0.88,Slow Moving
1152,IE311149,7.0,0.1,0.46,4.42,4,0.94,Intermittent
1152,IE311240,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE311278,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE311283,13.0,0.19,0.5,2.56,10,0.85,Slow Moving
1152,IE311353,249.0,3.72,3.8,1.02,50,0.25,Fast Moving
1152,IE311354,850.0,12.69,14.0,1.1,43,0.36,Fast Moving
1152,IE311374,13.0,0.19,0.5,2.56,11,0.84,Slow Moving
1152,IE311375,127.0,1.9,3.96,2.09,27,0.6,Fast Moving
1152,IE311376,49.0,0.73,1.51,2.07,20,0.7,Slow Moving
1152,IE311383,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1152,IE311386,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1152,IE311415,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1152,IE311418,62.0,0.93,1.52,1.64,30,0.55,Fast Moving
1152,IE311424,500.0,7.46,4.8,0.64,67,0.0,Fast Moving
1152,IE311450,125.0,1.87,3.14,1.68,50,0.25,Fast Moving
1152,IE311480,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE311482,91.0,1.36,1.48,1.09,41,0.39,Fast Moving
1152,IE311483,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE311514,5.0,0.07,0.26,3.52,5,0.93,Intermittent
1152,IE311521,209.0,3.12,4.33,1.39,61,0.09,Fast Moving
1152,IE311535,18.0,0.27,1.13,4.2,7,0.9,Slow Moving
1152,IE311544,39.0,0.58,0.96,1.66,23,0.66,Slow Moving
1152,IE311548,17.0,0.25,0.53,2.08,14,0.79,Slow Moving
1152,IE311583,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE311590,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1152,IE311655,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE311670,23.0,0.34,0.78,2.28,16,0.76,Slow Moving
1152,IE311678,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE311686,689.0,10.28,10.63,1.03,60,0.1,Fast Moving
1152,IE311687,388.0,5.79,7.61,1.31,51,0.24,Fast Moving
1152,IE311688,8344.0,124.54,72.14,0.58,67,0.0,Fast Moving
1152,IE311689,1874.0,27.97,19.68,0.7,66,0.01,Fast Moving
1152,IE311690,1730.0,25.82,14.63,0.57,67,0.0,Fast Moving
1152,IE311691,1125.0,16.79,13.77,0.82,65,0.03,Fast Moving
1152,IE311694,15.0,0.22,1.21,5.39,3,0.96,Intermittent
1152,IE311695,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE311699,56.0,0.84,1.78,2.12,22,0.67,Slow Moving
1152,IE311700,18.0,0.27,0.74,2.77,12,0.82,Slow Moving
1152,IE311739,28.0,0.42,1.57,3.75,10,0.85,Slow Moving
1152,IE311764,32.0,0.48,1.49,3.12,11,0.84,Slow Moving
1152,IE311777,13.0,0.19,0.46,2.4,11,0.84,Slow Moving
1152,IE311893,158.0,2.36,2.24,0.95,51,0.24,Fast Moving
1152,IE311957,362.0,5.4,10.95,2.03,17,0.75,Slow Moving
1152,IE312012,44.0,0.66,1.96,2.98,15,0.78,Slow Moving
1152,IE312050,37.0,0.55,0.85,1.54,24,0.64,Fast Moving
1152,IE312051,35.0,0.52,0.8,1.53,25,0.63,Fast Moving
1152,IE312077,349.0,5.21,4.39,0.84,56,0.16,Fast Moving
1152,IE312078,444.0,6.63,4.88,0.74,64,0.04,Fast Moving
1152,IE312117,25.0,0.37,1.24,3.33,11,0.84,Slow Moving
1152,IE312124,35.0,0.52,2.15,4.12,5,0.93,Intermittent
1152,IE312125,418.0,6.24,3.06,0.49,66,0.01,Fast Moving
1152,IE312126,445.0,6.64,3.28,0.49,67,0.0,Fast Moving
1152,IE312209,36.0,0.54,1.11,2.07,20,0.7,Slow Moving
1152,IE312226,147.0,2.19,3.07,1.4,36,0.46,Fast Moving
1152,IE312244,7.0,0.1,0.31,2.93,7,0.9,Slow Moving
1152,IE312319,8.0,0.12,0.32,2.72,8,0.88,Slow Moving
1152,IE312327,62.0,0.93,1.39,1.5,36,0.46,Fast Moving
1152,IE312334,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE312336,53.0,0.79,1.26,1.6,31,0.54,Fast Moving
1152,IE312337,73.0,1.09,1.38,1.27,37,0.45,Fast Moving
1152,IE312338,361.0,5.39,4.64,0.86,64,0.04,Fast Moving
1152,IE312339,399.0,5.96,5.56,0.93,65,0.03,Fast Moving
1152,IE312346,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1152,IE312348,11.0,0.16,0.41,2.49,10,0.85,Slow Moving
1152,IE312365,11.0,0.16,0.75,4.54,4,0.94,Intermittent
1152,IE312417,7.0,0.1,0.31,2.93,7,0.9,Slow Moving
1152,IE312418,8.0,0.12,0.37,3.08,7,0.9,Slow Moving
1152,IE312456,5.0,0.07,0.31,4.21,4,0.94,Intermittent
1152,IE312461,35.0,0.52,0.78,1.49,26,0.61,Fast Moving
1152,IE312473,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE312474,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1152,IE312480,7.0,0.1,0.35,3.36,6,0.91,Slow Moving
1152,IE312488,30.0,0.45,1.97,4.4,9,0.87,Slow Moving
1152,IE312491,61.0,0.91,2.94,3.22,14,0.79,Slow Moving
1152,IE312519,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE312520,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE312521,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE312523,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE312527,37.0,0.55,1.34,2.43,16,0.76,Slow Moving
1152,IE312529,39.0,0.58,0.9,1.55,25,0.63,Fast Moving
1152,IE312549,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE312550,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE312561,212.0,3.16,4.13,1.31,43,0.36,Fast Moving
1152,IE312568,238.0,3.55,4.23,1.19,58,0.13,Fast Moving
1152,IE312569,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE312576,33.0,0.49,0.61,1.23,29,0.57,Fast Moving
1152,IE312580,18.0,0.27,0.64,2.37,12,0.82,Slow Moving
1152,IE312598,51.0,0.76,1.5,1.97,28,0.58,Fast Moving
1152,IE312601,15.0,0.22,0.57,2.54,11,0.84,Slow Moving
1152,IE312661,32.0,0.48,1.54,3.22,12,0.82,Slow Moving
1152,IE312712,12.0,0.18,0.42,2.35,11,0.84,Slow Moving
1152,IE312720,3.0,0.04,0.27,6.02,2,0.97,Intermittent
1152,IE312743,116.0,1.73,2.97,1.72,41,0.39,Fast Moving
1152,IE312744,109.0,1.63,2.03,1.25,41,0.39,Fast Moving
1152,IE312753,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE312789,786.0,11.73,13.63,1.16,41,0.39,Fast Moving
1152,IE312793,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE312840,2461.0,36.73,34.95,0.95,67,0.0,Fast Moving
1152,IE312906,44.0,0.66,3.82,5.82,4,0.94,Intermittent
1152,IE312907,41.0,0.61,2.59,4.23,8,0.88,Slow Moving
1152,IE312917,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE312919,52.0,0.78,2.79,3.6,6,0.91,Slow Moving
1152,IE312931,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE312972,85.0,1.27,1.41,1.11,44,0.34,Fast Moving
1152,IE313107,3.0,0.04,0.27,6.02,2,0.97,Intermittent
1152,IE313110,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE313140,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE313147,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE313193,11.0,0.16,0.51,3.09,7,0.9,Slow Moving
1152,IE313194,11.0,0.16,0.44,2.7,9,0.87,Slow Moving
1152,IE313211,149.0,2.22,1.87,0.84,53,0.21,Fast Moving
1152,IE313234,449.0,6.7,6.63,0.99,59,0.12,Fast Moving
1152,IE313250,329.0,4.91,5.37,1.09,52,0.22,Fast Moving
1152,IE313733,30.0,0.45,0.7,1.56,23,0.66,Slow Moving
1152,IE313751,2.0,0.03,0.24,8.12,1,0.99,Intermittent
1152,IE313766,159.0,2.37,3.02,1.27,53,0.21,Fast Moving
1152,IE313914,59.0,0.88,1.24,1.41,30,0.55,Fast Moving
1152,IE313916,19.0,0.28,0.59,2.09,15,0.78,Slow Moving
1152,IE313917,18.0,0.27,0.51,1.88,16,0.76,Slow Moving
1152,IE313934,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE313952,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE313971,6.0,0.09,0.33,3.73,5,0.93,Intermittent
1152,IE313978,67.0,1.0,1.16,1.16,40,0.4,Fast Moving
1152,IE313980,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE313996,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE314001,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE314071,174.0,2.6,3.5,1.35,60,0.1,Fast Moving
1152,IE314091,51.0,0.76,0.83,1.09,38,0.43,Fast Moving
1152,IE314108,94.0,1.4,1.45,1.03,45,0.33,Fast Moving
1152,IE314109,92.0,1.37,1.38,1.01,43,0.36,Fast Moving
1152,IE314119,7.0,0.1,0.35,3.36,6,0.91,Slow Moving
1152,IE314122,9.0,0.13,0.34,2.54,9,0.87,Slow Moving
1152,IE314127,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE314138,72.0,1.07,1.12,1.05,42,0.37,Fast Moving
1152,IE314169,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE314171,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE314172,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1152,IE314173,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE314201,283.0,4.22,4.61,1.09,56,0.16,Fast Moving
1152,IE314214,59.0,0.88,1.89,2.14,24,0.64,Fast Moving
1152,IE314229,140.0,2.09,2.12,1.02,52,0.22,Fast Moving
1152,IE314230,62.0,0.93,1.69,1.82,29,0.57,Fast Moving
1152,IE314234,164.0,2.45,5.99,2.45,15,0.78,Slow Moving
1152,IE314239,17.0,0.25,0.63,2.49,11,0.84,Slow Moving
1152,IE314245,14.0,0.21,1.23,5.88,5,0.93,Intermittent
1152,IE314247,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE314255,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE314258,12.0,0.18,0.6,3.33,8,0.88,Slow Moving
1152,IE314296,5.0,0.07,0.26,3.52,5,0.93,Intermittent
1152,IE314308,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE314316,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE314368,4.0,0.06,0.24,3.97,4,0.94,Intermittent
1152,IE314387,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE314398,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE314475,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE314483,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE314509,8.0,0.12,0.32,2.72,8,0.88,Slow Moving
1152,IE314529,1258.0,18.78,17.48,0.93,67,0.0,Fast Moving
1152,IE314535,1595.0,23.81,15.46,0.65,66,0.01,Fast Moving
1152,IE314536,1526.0,22.78,10.42,0.46,67,0.0,Fast Moving
1152,IE314541,292.0,4.36,2.98,0.68,65,0.03,Fast Moving
1152,IE314577,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE314595,53385.0,796.79,596.89,0.75,67,0.0,Fast Moving
1152,IE314598,147.0,2.19,3.3,1.5,43,0.36,Fast Moving
1152,IE314601,378.0,5.64,20.88,3.7,23,0.66,Slow Moving
1152,IE314625,10.0,0.15,0.43,2.89,8,0.88,Slow Moving
1152,IE314626,9.0,0.13,0.34,2.54,9,0.87,Slow Moving
1152,IE314628,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE314680,22.0,0.33,0.53,1.61,20,0.7,Slow Moving
1152,IE314700,44.0,0.66,1.1,1.68,25,0.63,Fast Moving
1152,IE314745,0.0,0.0,0.0,0.0,0,1.0,Dead Stock
1152,IE314749,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1152,IE314750,14.0,0.21,0.7,3.36,9,0.87,Slow Moving
1152,IE314790,15.0,0.22,0.51,2.29,12,0.82,Slow Moving
1152,IE314794,1092.0,16.3,53.62,3.29,28,0.58,Fast Moving
1152,IE314884,31.0,0.46,0.94,2.02,20,0.7,Slow Moving
1152,IE314911,9.0,0.13,0.67,4.96,4,0.94,Intermittent
1152,IE314913,2257.0,33.69,32.11,0.95,48,0.28,Fast Moving
1152,IE314925,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE314932,1.0,0.01,0.12,8.12,1,0.99,Intermittent
1152,IE314936,4.0,0.06,0.24,3.97,4,0.94,Intermittent
1152,IE314937,3.0,0.04,0.21,4.62,3,0.96,Intermittent
1152,IE314969,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1152,IE315001,2.0,0.03,0.17,5.7,2,0.97,Intermittent
1152,IE315010,153.0,2.28,1.51,0.66,58,0.13,Fast Moving
